,Packet Loss (%)
0,6.000000000000005
1,5.899999999999994
2,5.800000000000005
3,5.800000000000005
4,5.800000000000005
5,5.800000000000005
6,5.800000000000005
7,5.800000000000005
8,5.800000000000005
9,5.800000000000005
10,5.800000000000005
11,5.800000000000005
12,5.800000000000005
13,5.800000000000005
14,5.800000000000005
15,5.800000000000005
16,5.800000000000005
17,5.700000000000005
18,5.700000000000005
19,5.700000000000005
20,5.700000000000005
21,5.700000000000005
22,5.700000000000005
23,5.700000000000005
24,5.700000000000005
25,5.700000000000005
26,5.700000000000005
27,5.700000000000005
28,5.700000000000005
29,5.700000000000005
30,5.700000000000005
31,5.700000000000005
32,5.700000000000005
33,5.700000000000005
34,5.700000000000005
35,5.700000000000005
36,5.700000000000005
37,5.600000000000005
38,5.600000000000005
39,5.600000000000005
40,5.600000000000005
41,5.700000000000005
42,5.700000000000005
43,5.700000000000005
44,5.700000000000005
45,5.700000000000005
46,5.700000000000005
47,5.700000000000005
48,5.700000000000005
49,5.700000000000005
50,5.700000000000005
51,5.700000000000005
52,5.700000000000005
53,5.700000000000005
54,5.700000000000005
55,5.700000000000005
56,5.700000000000005
57,5.700000000000005
58,5.700000000000005
59,5.700000000000005
60,5.700000000000005
61,5.700000000000005
62,5.700000000000005
63,5.700000000000005
64,5.700000000000005
65,5.700000000000005
66,5.600000000000005
67,5.600000000000005
68,5.600000000000005
69,5.600000000000005
70,5.600000000000005
71,5.600000000000005
72,5.600000000000005
73,5.600000000000005
74,5.600000000000005
75,5.600000000000005
76,5.600000000000005
77,5.600000000000005
78,5.600000000000005
79,5.600000000000005
80,5.600000000000005
81,5.600000000000005
82,5.600000000000005
83,5.600000000000005
84,5.500000000000005
85,5.500000000000005
86,5.600000000000005
87,5.600000000000005
88,5.600000000000005
89,5.600000000000005
90,5.600000000000005
91,5.600000000000005
92,5.600000000000005
93,5.600000000000005
94,5.600000000000005
95,5.600000000000005
96,5.700000000000005
97,5.700000000000005
98,5.700000000000005
99,5.700000000000005
100,5.700000000000005
101,5.700000000000005
102,5.700000000000005
103,5.700000000000005
104,5.700000000000005
105,5.700000000000005
106,5.800000000000005
107,5.700000000000005
108,5.800000000000005
109,5.800000000000005
110,5.800000000000005
111,5.800000000000005
112,5.800000000000005
113,5.800000000000005
114,5.800000000000005
115,5.800000000000005
116,5.800000000000005
117,5.800000000000005
118,5.800000000000005
119,5.800000000000005
120,5.800000000000005
121,5.800000000000005
122,5.800000000000005
123,5.800000000000005
124,5.800000000000005
125,5.899999999999994
126,5.899999999999994
127,6.000000000000005
128,6.099999999999994
129,6.099999999999994
130,6.099999999999994
131,6.000000000000005
132,6.000000000000005
133,6.000000000000005
134,6.000000000000005
135,6.000000000000005
136,6.000000000000005
137,6.000000000000005
138,6.000000000000005
139,6.000000000000005
140,6.000000000000005
141,6.000000000000005
142,6.000000000000005
143,6.099999999999994
144,6.099999999999994
145,6.099999999999994
146,6.099999999999994
147,6.099999999999994
148,6.099999999999994
149,6.000000000000005
150,6.000000000000005
151,6.000000000000005
152,6.000000000000005
153,5.899999999999994
154,5.899999999999994
155,5.899999999999994
156,5.899999999999994
157,5.899999999999994
158,5.899999999999994
159,5.899999999999994
160,5.899999999999994
161,5.899999999999994
162,5.899999999999994
163,5.899999999999994
164,5.899999999999994
165,5.899999999999994
166,5.899999999999994
167,5.899999999999994
168,5.899999999999994
169,5.899999999999994
170,5.899999999999994
171,5.899999999999994
172,5.899999999999994
173,5.899999999999994
174,5.899999999999994
175,5.899999999999994
176,5.899999999999994
177,5.899999999999994
178,5.899999999999994
179,5.899999999999994
180,5.899999999999994
181,5.899999999999994
182,5.899999999999994
183,5.899999999999994
184,5.899999999999994
185,5.899999999999994
186,5.899999999999994
187,5.899999999999994
188,5.899999999999994
189,5.899999999999994
190,5.899999999999994
191,5.899999999999994
192,5.899999999999994
193,5.899999999999994
194,5.899999999999994
195,5.899999999999994
196,5.899999999999994
197,5.899999999999994
198,5.899999999999994
199,5.899999999999994
200,5.899999999999994
201,5.899999999999994
202,5.899999999999994
203,5.899999999999994
204,5.899999999999994
205,5.899999999999994
206,5.899999999999994
207,5.899999999999994
208,5.899999999999994
209,5.899999999999994
210,5.899999999999994
211,5.899999999999994
212,5.899999999999994
213,5.899999999999994
214,5.899999999999994
215,5.899999999999994
216,5.899999999999994
217,5.899999999999994
218,5.899999999999994
219,5.899999999999994
220,5.899999999999994
221,5.899999999999994
222,5.899999999999994
223,5.800000000000005
224,5.800000000000005
225,5.700000000000005
226,5.700000000000005
227,5.700000000000005
228,5.700000000000005
229,5.700000000000005
230,5.700000000000005
231,5.700000000000005
232,5.700000000000005
233,5.700000000000005
234,5.700000000000005
235,5.700000000000005
236,5.700000000000005
237,5.700000000000005
238,5.700000000000005
239,5.700000000000005
240,5.700000000000005
241,5.700000000000005
242,5.600000000000005
243,5.600000000000005
244,5.600000000000005
245,5.600000000000005
246,5.600000000000005
247,5.600000000000005
248,5.600000000000005
249,5.600000000000005
250,5.600000000000005
251,5.600000000000005
252,5.600000000000005
253,5.600000000000005
254,5.600000000000005
255,5.600000000000005
256,5.600000000000005
257,5.600000000000005
258,5.600000000000005
259,5.600000000000005
260,5.600000000000005
261,5.600000000000005
262,5.600000000000005
263,5.500000000000005
264,5.500000000000005
265,5.500000000000005
266,5.500000000000005
267,5.500000000000005
268,5.400000000000005
269,5.400000000000005
270,5.400000000000005
271,5.400000000000005
272,5.400000000000005
273,5.400000000000005
274,5.400000000000005
275,5.400000000000005
276,5.500000000000005
277,5.500000000000005
278,5.500000000000005
279,5.500000000000005
280,5.500000000000005
281,5.400000000000005
282,5.400000000000005
283,5.300000000000004
284,5.300000000000004
285,5.300000000000004
286,5.300000000000004
287,5.300000000000004
288,5.300000000000004
289,5.300000000000004
290,5.300000000000004
291,5.300000000000004
292,5.300000000000004
293,5.300000000000004
294,5.300000000000004
295,5.300000000000004
296,5.300000000000004
297,5.300000000000004
298,5.300000000000004
299,5.300000000000004
300,5.200000000000005
301,5.200000000000005
302,5.300000000000004
303,5.300000000000004
304,5.300000000000004
305,5.300000000000004
306,5.300000000000004
307,5.300000000000004
308,5.300000000000004
309,5.300000000000004
310,5.200000000000005
311,5.200000000000005
312,5.200000000000005
313,5.200000000000005
314,5.200000000000005
315,5.200000000000005
316,5.200000000000005
317,5.100000000000005
318,5.100000000000005
319,5.000000000000004
320,5.000000000000004
321,5.000000000000004
322,5.000000000000004
323,5.100000000000005
324,5.100000000000005
325,5.100000000000005
326,5.100000000000005
327,5.100000000000005
328,5.100000000000005
329,5.100000000000005
330,5.100000000000005
331,5.100000000000005
332,5.100000000000005
333,5.000000000000004
334,5.000000000000004
335,4.900000000000004
336,4.900000000000004
337,4.900000000000004
338,4.900000000000004
339,4.900000000000004
340,4.900000000000004
341,4.900000000000004
342,4.900000000000004
343,4.900000000000004
344,4.900000000000004
345,4.900000000000004
346,5.000000000000004
347,5.000000000000004
348,5.000000000000004
349,5.000000000000004
350,5.100000000000005
351,5.100000000000005
352,5.100000000000005
353,5.100000000000005
354,5.100000000000005
355,5.100000000000005
356,5.100000000000005
357,5.100000000000005
358,5.100000000000005
359,5.100000000000005
360,5.100000000000005
361,5.100000000000005
362,5.100000000000005
363,5.100000000000005
364,5.100000000000005
365,5.200000000000005
366,5.200000000000005
367,5.200000000000005
368,5.200000000000005
369,5.200000000000005
370,5.200000000000005
371,5.200000000000005
372,5.200000000000005
373,5.200000000000005
374,5.200000000000005
375,5.200000000000005
376,5.200000000000005
377,5.200000000000005
378,5.200000000000005
379,5.200000000000005
380,5.300000000000004
381,5.300000000000004
382,5.300000000000004
383,5.300000000000004
384,5.200000000000005
385,5.300000000000004
386,5.300000000000004
387,5.300000000000004
388,5.300000000000004
389,5.300000000000004
390,5.300000000000004
391,5.300000000000004
392,5.300000000000004
393,5.300000000000004
394,5.300000000000004
395,5.300000000000004
396,5.300000000000004
397,5.300000000000004
398,5.300000000000004
399,5.300000000000004
400,5.300000000000004
401,5.300000000000004
402,5.300000000000004
403,5.300000000000004
404,5.400000000000005
405,5.300000000000004
406,5.300000000000004
407,5.300000000000004
408,5.400000000000005
409,5.400000000000005
410,5.400000000000005
411,5.400000000000005
412,5.400000000000005
413,5.400000000000005
414,5.400000000000005
415,5.400000000000005
416,5.400000000000005
417,5.400000000000005
418,5.400000000000005
419,5.400000000000005
420,5.400000000000005
421,5.400000000000005
422,5.400000000000005
423,5.400000000000005
424,5.400000000000005
425,5.400000000000005
426,5.400000000000005
427,5.500000000000005
428,5.500000000000005
429,5.400000000000005
430,5.400000000000005
431,5.400000000000005
432,5.400000000000005
433,5.400000000000005
434,5.400000000000005
435,5.400000000000005
436,5.400000000000005
437,5.400000000000005
438,5.400000000000005
439,5.400000000000005
440,5.400000000000005
441,5.400000000000005
442,5.400000000000005
443,5.400000000000005
444,5.400000000000005
445,5.400000000000005
446,5.400000000000005
447,5.400000000000005
448,5.400000000000005
449,5.400000000000005
450,5.300000000000004
451,5.400000000000005
452,5.400000000000005
453,5.400000000000005
454,5.400000000000005
455,5.400000000000005
456,5.400000000000005
457,5.400000000000005
458,5.400000000000005
459,5.400000000000005
460,5.400000000000005
461,5.400000000000005
462,5.400000000000005
463,5.400000000000005
464,5.400000000000005
465,5.400000000000005
466,5.400000000000005
467,5.400000000000005
468,5.400000000000005
469,5.400000000000005
470,5.500000000000005
471,5.500000000000005
472,5.500000000000005
473,5.500000000000005
474,5.400000000000005
475,5.400000000000005
476,5.400000000000005
477,5.400000000000005
478,5.400000000000005
479,5.400000000000005
480,5.400000000000005
481,5.400000000000005
482,5.400000000000005
483,5.400000000000005
484,5.400000000000005
485,5.400000000000005
486,5.400000000000005
487,5.400000000000005
488,5.400000000000005
489,5.400000000000005
490,5.400000000000005
491,5.400000000000005
492,5.400000000000005
493,5.400000000000005
494,5.400000000000005
495,5.500000000000005
496,5.500000000000005
497,5.500000000000005
498,5.400000000000005
499,5.400000000000005
500,5.400000000000005
501,5.400000000000005
502,5.400000000000005
503,5.400000000000005
504,5.400000000000005
505,5.400000000000005
506,5.400000000000005
507,5.400000000000005
508,5.400000000000005
509,5.400000000000005
510,5.400000000000005
511,5.400000000000005
512,5.400000000000005
513,5.400000000000005
514,5.400000000000005
515,5.400000000000005
516,5.400000000000005
517,5.400000000000005
518,5.400000000000005
519,5.400000000000005
520,5.400000000000005
521,5.400000000000005
522,5.300000000000004
523,5.300000000000004
524,5.300000000000004
525,5.300000000000004
526,5.300000000000004
527,5.300000000000004
528,5.300000000000004
529,5.300000000000004
530,5.300000000000004
531,5.300000000000004
532,5.300000000000004
533,5.300000000000004
534,5.300000000000004
535,5.400000000000005
536,5.400000000000005
537,5.400000000000005
538,5.400000000000005
539,5.300000000000004
540,5.300000000000004
541,5.300000000000004
542,5.400000000000005
543,5.400000000000005
544,5.400000000000005
545,5.400000000000005
546,5.400000000000005
547,5.400000000000005
548,5.400000000000005
549,5.400000000000005
550,5.400000000000005
551,5.400000000000005
552,5.400000000000005
553,5.400000000000005
554,5.400000000000005
555,5.500000000000005
556,5.500000000000005
557,5.500000000000005
558,5.500000000000005
559,5.500000000000005
560,5.500000000000005
561,5.500000000000005
562,5.500000000000005
563,5.500000000000005
564,5.600000000000005
565,5.600000000000005
566,5.500000000000005
567,5.600000000000005
568,5.600000000000005
569,5.600000000000005
570,5.600000000000005
571,5.600000000000005
572,5.600000000000005
573,5.700000000000005
574,5.700000000000005
575,5.700000000000005
576,5.700000000000005
577,5.700000000000005
578,5.700000000000005
579,5.700000000000005
580,5.700000000000005
581,5.700000000000005
582,5.700000000000005
583,5.700000000000005
584,5.700000000000005
585,5.700000000000005
586,5.800000000000005
587,5.700000000000005
588,5.700000000000005
589,5.700000000000005
590,5.700000000000005
591,5.700000000000005
592,5.700000000000005
593,5.700000000000005
594,5.700000000000005
595,5.700000000000005
596,5.700000000000005
597,5.700000000000005
598,5.700000000000005
599,5.700000000000005
600,5.700000000000005
601,5.700000000000005
602,5.700000000000005
603,5.700000000000005
604,5.700000000000005
605,5.700000000000005
606,5.700000000000005
607,5.700000000000005
608,5.600000000000005
609,5.500000000000005
610,5.500000000000005
611,5.600000000000005
612,5.600000000000005
