,Packet Loss (%)
436,51.1
437,51.2
438,51.300000000000004
439,51.300000000000004
440,51.300000000000004
441,51.2
442,51.1
443,51.1
444,51.2
445,51.2
446,51.1
447,51.1
448,51.2
449,51.2
450,51.2
451,51.300000000000004
452,51.2
453,51.1
454,51.0
455,51.0
456,51.0
457,51.0
458,50.9
459,50.9
460,50.9
461,50.9
462,50.8
463,50.9
464,50.8
465,50.8
466,50.9
467,51.0
468,50.9
469,51.0
470,51.0
471,51.0
472,51.0
473,51.0
474,51.1
475,51.1
476,51.0
477,51.0
478,51.0
479,51.0
480,51.1
481,51.2
482,51.2
483,51.1
484,51.1
485,51.0
486,51.0
487,51.0
488,51.0
489,51.1
490,51.0
491,51.0
492,51.1
493,51.1
494,51.2
495,51.1
496,51.1
497,51.1
498,51.0
499,51.1
500,51.1
501,51.0
502,51.0
503,50.9
504,50.9
505,51.0
506,51.0
507,50.9
508,51.0
509,51.0
510,51.0
511,51.1
512,51.1
513,51.1
514,51.1
515,51.1
516,51.2
517,51.2
518,51.2
519,51.2
520,51.2
521,51.300000000000004
522,51.2
523,51.1
524,51.2
525,51.1
526,51.0
527,51.0
528,50.9
529,51.0
530,51.0
531,50.9
532,50.8
533,50.9
534,50.8
535,50.8
536,50.7
537,50.6
538,50.6
539,50.5
540,50.4
541,50.4
542,50.4
543,50.5
544,50.6
545,50.5
546,50.5
547,50.5
548,50.5
549,50.4
550,50.4
551,50.4
552,50.3
553,50.4
554,50.3
555,50.2
556,50.3
557,50.4
558,50.5
559,50.5
560,50.4
561,50.4
562,50.4
563,50.5
564,50.4
565,50.5
566,50.5
567,50.5
568,50.5
569,50.5
570,50.5
571,50.5
572,50.5
573,50.6
574,50.6
575,50.6
576,50.6
577,50.7
578,50.7
579,50.6
580,50.7
581,50.7
582,50.8
583,50.8
584,50.9
585,50.9
586,50.9
587,50.9
588,51.0
589,50.9
590,51.0
591,51.1
592,51.1
593,51.2
594,51.300000000000004
595,51.300000000000004
596,51.2
597,51.2
598,51.2
599,51.2
600,51.2
601,51.300000000000004
602,51.2
603,51.300000000000004
604,51.300000000000004
605,51.2
606,51.300000000000004
607,51.4
608,51.5
609,51.5
610,51.5
611,51.4
612,51.5
613,51.6
614,51.7
615,51.7
616,51.6
617,51.6
618,51.6
619,51.6
620,51.5
621,51.4
622,51.300000000000004
623,51.300000000000004
624,51.300000000000004
625,51.300000000000004
626,51.300000000000004
627,51.4
628,51.300000000000004
629,51.2
630,51.2
631,51.300000000000004
632,51.300000000000004
633,51.300000000000004
634,51.300000000000004
635,51.4
636,51.4
637,51.300000000000004
638,51.300000000000004
639,51.2
640,51.1
641,51.1
642,51.1
643,51.2
644,51.300000000000004
645,51.4
646,51.5
647,51.4
648,51.4
649,51.4
650,51.300000000000004
651,51.4
652,51.4
653,51.4
654,51.4
655,51.4
656,51.4
657,51.300000000000004
658,51.2
659,51.2
660,51.300000000000004
661,51.300000000000004
662,51.300000000000004
663,51.300000000000004
664,51.2
665,51.2
666,51.1
667,51.1
668,51.2
669,51.2
670,51.2
671,51.300000000000004
672,51.2
673,51.2
674,51.300000000000004
675,51.4
676,51.5
677,51.5
678,51.5
679,51.4
680,51.300000000000004
681,51.300000000000004
682,51.2
683,51.2
684,51.300000000000004
685,51.300000000000004
686,51.4
687,51.4
688,51.4
689,51.4
690,51.4
691,51.4
692,51.5
693,51.5
694,51.5
695,51.5
696,51.5
697,51.4
698,51.5
699,51.5
700,51.6
701,51.5
702,51.6
703,51.5
704,51.5
705,51.6
706,51.6
707,51.6
708,51.7
709,51.6
710,51.5
711,51.5
712,51.6
713,51.6
714,51.6
715,51.6
716,51.5
717,51.6
718,51.6
719,51.7
720,51.7
721,51.6
722,51.6
723,51.6
724,51.5
725,51.5
726,51.6
727,51.5
728,51.4
729,51.4
730,51.4
731,51.5
732,51.5
733,51.5
734,51.6
735,51.5
736,51.5
737,51.6
738,51.6
739,51.6
740,51.6
741,51.6
742,51.7
743,51.7
744,51.6
745,51.7
746,51.800000000000004
747,51.9
748,51.800000000000004
749,51.9
750,52.0
751,52.0
752,51.9
753,52.0
754,52.1
755,52.1
756,52.1
757,52.1
758,52.1
759,52.0
760,52.1
761,52.2
762,52.2
763,52.300000000000004
764,52.300000000000004
765,52.2
766,52.300000000000004
767,52.400000000000006
768,52.400000000000006
769,52.400000000000006
770,52.400000000000006
771,52.400000000000006
772,52.400000000000006
773,52.5
774,52.400000000000006
775,52.300000000000004
776,52.400000000000006
777,52.5
778,52.5
779,52.6
780,52.5
781,52.400000000000006
782,52.400000000000006
783,52.400000000000006
784,52.300000000000004
785,52.400000000000006
786,52.300000000000004
787,52.400000000000006
788,52.5
789,52.5
790,52.6
791,52.6
792,52.5
793,52.5
794,52.5
795,52.400000000000006
796,52.400000000000006
797,52.400000000000006
798,52.400000000000006
799,52.400000000000006
800,52.400000000000006
801,52.400000000000006
802,52.400000000000006
803,52.400000000000006
804,52.5
805,52.5
806,52.6
807,52.5
808,52.6
809,52.6
810,52.5
811,52.5
812,52.5
813,52.400000000000006
814,52.5
815,52.5
816,52.6
817,52.6
818,52.5
819,52.400000000000006
820,52.400000000000006
821,52.300000000000004
822,52.300000000000004
823,52.300000000000004
824,52.300000000000004
825,52.2
826,52.300000000000004
827,52.300000000000004
828,52.400000000000006
829,52.400000000000006
830,52.5
831,52.5
832,52.400000000000006
833,52.400000000000006
834,52.300000000000004
835,52.300000000000004
836,52.2
837,52.1
838,52.1
839,52.1
840,52.2
841,52.2
842,52.300000000000004
843,52.2
844,52.2
845,52.300000000000004
846,52.300000000000004
847,52.2
848,52.2
849,52.1
850,52.1
851,52.2
852,52.2
853,52.1
854,52.2
855,52.300000000000004
856,52.400000000000006
857,52.400000000000006
858,52.400000000000006
859,52.5
860,52.6
861,52.7
862,52.6
863,52.6
864,52.7
865,52.7
866,52.6
867,52.6
868,52.6
869,52.5
870,52.5
871,52.5
872,52.400000000000006
873,52.5
874,52.5
875,52.400000000000006
876,52.400000000000006
877,52.300000000000004
878,52.2
879,52.2
880,52.300000000000004
881,52.2
882,52.300000000000004
883,52.2
884,52.1
885,52.1
886,52.1
887,52.0
888,51.9
889,51.9
890,51.9
891,52.0
892,52.0
893,51.9
894,52.0
895,52.0
896,51.9
897,52.0
898,51.9
899,51.9
900,52.0
901,51.9
902,51.800000000000004
903,51.800000000000004
904,51.9
905,51.800000000000004
906,51.800000000000004
907,51.800000000000004
908,51.800000000000004
909,51.9
910,51.9
911,51.9
912,51.9
913,51.800000000000004
914,51.7
915,51.7
916,51.7
917,51.7
918,51.7
919,51.7
920,51.6
921,51.6
922,51.6
923,51.5
924,51.5
925,51.4
926,51.4
927,51.300000000000004
928,51.4
929,51.4
930,51.5
931,51.5
932,51.5
933,51.5
934,51.5
935,51.5
936,51.6
937,51.6
938,51.6
939,51.7
940,51.6
941,51.5
942,51.5
943,51.5
944,51.4
945,51.5
946,51.5
947,51.4
948,51.4
949,51.4
950,51.300000000000004
951,51.2
952,51.1
953,51.0
954,51.0
955,51.0
956,51.0
957,51.0
958,51.1
959,51.0
960,50.9
961,50.8
962,50.7
963,50.7
964,50.7
965,50.7
966,50.7
967,50.6
968,50.6
969,50.5
970,50.4
971,50.3
972,50.4
973,50.5
974,50.5
975,50.5
976,50.6
977,50.7
978,50.6
979,50.7
980,50.8
981,50.8
982,50.7
983,50.8
984,50.8
985,50.7
986,50.6
987,50.7
988,50.8
989,50.7
990,50.7
991,50.7
992,50.7
993,50.6
994,50.7
995,50.7
996,50.8
997,50.7
998,50.8
999,50.8
1000,50.8
1001,50.8
1002,50.8
1003,50.8
1004,50.8
1005,50.8
1006,50.8
1007,50.8
1008,50.9
1009,51.0
1010,51.0
1011,51.0
1012,51.0
1013,51.0
1014,51.0
1015,51.1
1016,51.0
1017,50.9
1018,50.8
1019,50.8
1020,50.7
1021,50.6
1022,50.6
1023,50.5
1024,50.5
1025,50.6
1026,50.5
1027,50.4
1028,50.4
1029,50.3
1030,50.3
1031,50.2
1032,50.2
1033,50.2
1034,50.2
1035,50.1
1036,50.1
1037,50.2
1038,50.1
1039,50.0
1040,50.0
1041,50.0
1042,50.0
1043,50.1
1044,50.0
1045,50.0
1046,50.0
1047,49.9
1048,49.8
1049,49.7
1050,49.6
1051,49.6
1052,49.6
1053,49.7
1054,49.7
1055,49.8
1056,49.7
1057,49.7
1058,49.6
1059,49.5
1060,49.4
1061,49.4
1062,49.3
1063,49.2
1064,49.2
1065,49.1
1066,49.0
1067,48.9
1068,48.9
1069,48.9
1070,48.9
1071,48.9
1072,48.9
1073,48.9
1074,49.0
1075,49.1
1076,49.0
1077,48.9
1078,48.8
1079,48.9
1080,48.9
1081,48.8
1082,48.8
1083,48.8
1084,48.9
1085,48.9
1086,48.8
1087,48.699999999999996
1088,48.699999999999996
1089,48.699999999999996
1090,48.8
1091,48.9
1092,48.8
1093,48.699999999999996
1094,48.8
1095,48.699999999999996
1096,48.6
1097,48.5
1098,48.4
1099,48.3
1100,48.3
1101,48.3
1102,48.199999999999996
1103,48.3
1104,48.4
1105,48.4
1106,48.5
1107,48.5
1108,48.6
1109,48.6
1110,48.5
1111,48.5
1112,48.5
1113,48.4
1114,48.5
1115,48.4
1116,48.4
1117,48.5
1118,48.4
1119,48.3
1120,48.4
1121,48.4
1122,48.4
1123,48.4
1124,48.3
1125,48.3
1126,48.3
1127,48.4
1128,48.3
1129,48.3
1130,48.3
1131,48.4
1132,48.3
1133,48.4
1134,48.5
1135,48.5
1136,48.5
1137,48.5
1138,48.6
1139,48.699999999999996
1140,48.8
1141,48.699999999999996
1142,48.699999999999996
1143,48.699999999999996
1144,48.8
1145,48.9
1146,48.8
1147,48.699999999999996
1148,48.699999999999996
1149,48.8
1150,48.8
1151,48.8
1152,48.9
1153,48.9
1154,48.8
1155,48.699999999999996
1156,48.8
1157,48.8
1158,48.699999999999996
1159,48.6
1160,48.6
1161,48.699999999999996
1162,48.6
1163,48.699999999999996
1164,48.699999999999996
1165,48.699999999999996
1166,48.699999999999996
1167,48.8
1168,48.8
1169,48.9
1170,48.9
1171,48.9
1172,49.0
1173,49.1
1174,49.1
1175,49.2
1176,49.1
1177,49.1
1178,49.1
1179,49.2
1180,49.3
1181,49.2
1182,49.3
1183,49.4
1184,49.4
1185,49.3
1186,49.3
1187,49.2
1188,49.3
1189,49.2
1190,49.3
1191,49.3
1192,49.2
1193,49.3
1194,49.4
1195,49.3
1196,49.3
1197,49.3
1198,49.4
1199,49.5
1200,49.4
1201,49.4
1202,49.5
1203,49.5
1204,49.5
1205,49.6
1206,49.6
1207,49.6
1208,49.6
1209,49.5
1210,49.5
1211,49.5
1212,49.4
1213,49.4
1214,49.4
1215,49.5
1216,49.4
1217,49.4
1218,49.4
1219,49.3
1220,49.3
1221,49.2
1222,49.2
1223,49.1
1224,49.1
1225,49.1
1226,49.1
1227,49.2
1228,49.1
1229,49.2
1230,49.3
1231,49.2
1232,49.3
1233,49.4
1234,49.4
1235,49.3
1236,49.2
1237,49.2
1238,49.2
1239,49.2
1240,49.3
1241,49.2
1242,49.2
1243,49.2
1244,49.2
1245,49.3
1246,49.4
1247,49.4
1248,49.4
1249,49.3
1250,49.2
1251,49.2
1252,49.2
1253,49.2
1254,49.2
1255,49.3
1256,49.2
1257,49.3
1258,49.2
1259,49.3
1260,49.3
1261,49.3
1262,49.3
1263,49.3
1264,49.3
1265,49.2
1266,49.3
1267,49.4
1268,49.3
1269,49.3
1270,49.3
1271,49.4
1272,49.3
1273,49.4
1274,49.4
1275,49.4
1276,49.4
1277,49.3
1278,49.3
1279,49.3
1280,49.3
1281,49.3
1282,49.3
1283,49.3
1284,49.4
1285,49.3
1286,49.3
1287,49.2
1288,49.2
1289,49.1
1290,49.1
1291,49.1
1292,49.0
1293,48.9
1294,49.0
1295,48.9
1296,48.8
1297,48.9
1298,48.9
1299,48.8
1300,48.8
1301,48.699999999999996
1302,48.699999999999996
1303,48.699999999999996
1304,48.6
1305,48.5
1306,48.6
1307,48.5
1308,48.4
1309,48.5
1310,48.4
1311,48.3
1312,48.3
1313,48.3
1314,48.3
1315,48.3
1316,48.3
1317,48.199999999999996
1318,48.3
1319,48.3
1320,48.3
1321,48.199999999999996
1322,48.1
1323,48.0
1324,48.0
1325,48.0
1326,47.9
1327,47.9
1328,47.8
1329,47.8
1330,47.8
1331,47.8
1332,47.699999999999996
1333,47.699999999999996
1334,47.599999999999994
1335,47.599999999999994
1336,47.599999999999994
1337,47.5
1338,47.5
1339,47.4
1340,47.4
1341,47.3
1342,47.3
1343,47.199999999999996
1344,47.199999999999996
1345,47.199999999999996
1346,47.3
1347,47.199999999999996
1348,47.199999999999996
1349,47.3
1350,47.4
1351,47.4
1352,47.4
1353,47.5
1354,47.5
1355,47.5
1356,47.4
1357,47.4
1358,47.5
1359,47.599999999999994
1360,47.599999999999994
1361,47.5
1362,47.599999999999994
1363,47.599999999999994
1364,47.599999999999994
1365,47.599999999999994
1366,47.5
1367,47.5
1368,47.599999999999994
1369,47.599999999999994
1370,47.599999999999994
1371,47.699999999999996
1372,47.599999999999994
1373,47.599999999999994
1374,47.599999999999994
1375,47.699999999999996
1376,47.699999999999996
1377,47.699999999999996
1378,47.8
1379,47.8
1380,47.8
1381,47.9
1382,47.9
1383,47.8
1384,47.699999999999996
1385,47.599999999999994
1386,47.699999999999996
1387,47.599999999999994
1388,47.699999999999996
1389,47.699999999999996
1390,47.8
1391,47.8
1392,47.8
1393,47.699999999999996
1394,47.699999999999996
1395,47.699999999999996
1396,47.8
1397,47.8
1398,47.8
1399,47.8
1400,47.699999999999996
1401,47.8
1402,47.9
1403,47.9
1404,47.9
1405,47.8
1406,47.9
1407,47.9
1408,48.0
1409,47.9
1410,47.9
1411,48.0
1412,47.9
1413,47.9
1414,47.9
1415,48.0
1416,48.0
1417,48.0
1418,48.1
1419,48.1
1420,48.199999999999996
1421,48.1
1422,48.0
1423,47.9
1424,47.8
1425,47.8
1426,47.8
1427,47.8
1428,47.8
1429,47.8
1430,47.699999999999996
1431,47.8
1432,47.699999999999996
1433,47.699999999999996
1434,47.699999999999996
1435,47.8
1436,47.8
1437,47.8
1438,47.8
1439,47.699999999999996
1440,47.8
1441,47.8
1442,47.8
1443,47.699999999999996
1444,47.699999999999996
1445,47.599999999999994
1446,47.699999999999996
1447,47.599999999999994
1448,47.599999999999994
1449,47.5
1450,47.4
1451,47.4
1452,47.5
1453,47.5
1454,47.5
1455,47.5
1456,47.599999999999994
1457,47.599999999999994
1458,47.599999999999994
1459,47.5
1460,47.599999999999994
1461,47.599999999999994
1462,47.699999999999996
1463,47.599999999999994
1464,47.599999999999994
1465,47.699999999999996
1466,47.599999999999994
1467,47.5
1468,47.5
1469,47.4
1470,47.5
1471,47.599999999999994
1472,47.599999999999994
1473,47.599999999999994
1474,47.5
1475,47.5
1476,47.599999999999994
1477,47.699999999999996
1478,47.599999999999994
1479,47.699999999999996
1480,47.699999999999996
1481,47.699999999999996
1482,47.699999999999996
1483,47.699999999999996
1484,47.699999999999996
1485,47.699999999999996
1486,47.699999999999996
1487,47.699999999999996
1488,47.699999999999996
1489,47.699999999999996
1490,47.8
1491,47.8
1492,47.699999999999996
1493,47.699999999999996
1494,47.699999999999996
1495,47.699999999999996
1496,47.8
1497,47.9
1498,47.9
1499,47.9
1500,47.8
1501,47.9
1502,47.8
1503,47.9
1504,47.9
1505,47.8
1506,47.699999999999996
1507,47.699999999999996
1508,47.699999999999996
1509,47.8
1510,47.699999999999996
1511,47.599999999999994
1512,47.599999999999994
1513,47.599999999999994
1514,47.599999999999994
1515,47.699999999999996
1516,47.599999999999994
1517,47.599999999999994
1518,47.599999999999994
1519,47.599999999999994
1520,47.699999999999996
1521,47.699999999999996
1522,47.699999999999996
1523,47.8
1524,47.699999999999996
1525,47.8
1526,47.9
1527,47.9
1528,47.9
1529,47.8
1530,47.8
1531,47.9
1532,47.9
1533,47.8
1534,47.8
1535,47.699999999999996
1536,47.8
1537,47.9
1538,47.9
1539,48.0
1540,48.0
1541,48.1
1542,48.0
1543,48.0
1544,47.9
1545,47.9
1546,47.9
1547,47.9
1548,47.9
1549,47.9
1550,47.9
1551,47.9
1552,48.0
1553,48.0
1554,48.0
1555,48.1
1556,48.0
1557,47.9
1558,47.8
1559,47.8
1560,47.9
1561,47.9
1562,47.8
1563,47.699999999999996
1564,47.699999999999996
1565,47.599999999999994
1566,47.5
1567,47.4
1568,47.4
1569,47.4
1570,47.4
1571,47.4
1572,47.4
1573,47.3
1574,47.4
1575,47.3
1576,47.3
1577,47.3
1578,47.4
1579,47.5
1580,47.4
1581,47.3
1582,47.3
1583,47.199999999999996
1584,47.199999999999996
1585,47.3
1586,47.199999999999996
1587,47.099999999999994
1588,47.0
1589,47.099999999999994
1590,47.099999999999994
1591,47.0
1592,47.099999999999994
1593,47.099999999999994
1594,47.0
1595,46.9
1596,46.9
1597,46.8
1598,46.8
1599,46.8
1600,46.70000000000001
1601,46.599999999999994
1602,46.599999999999994
1603,46.50000000000001
1604,46.599999999999994
1605,46.599999999999994
1606,46.599999999999994
1607,46.50000000000001
1608,46.4
1609,46.4
1610,46.50000000000001
1611,46.599999999999994
1612,46.599999999999994
1613,46.50000000000001
1614,46.4
1615,46.30000000000001
1616,46.30000000000001
1617,46.30000000000001
1618,46.4
1619,46.30000000000001
1620,46.4
1621,46.50000000000001
1622,46.599999999999994
1623,46.50000000000001
1624,46.50000000000001
1625,46.4
1626,46.4
1627,46.4
1628,46.50000000000001
1629,46.50000000000001
1630,46.4
1631,46.4
1632,46.4
1633,46.4
1634,46.30000000000001
1635,46.30000000000001
1636,46.199999999999996
1637,46.199999999999996
1638,46.30000000000001
1639,46.4
1640,46.50000000000001
1641,46.50000000000001
1642,46.50000000000001
1643,46.4
1644,46.4
1645,46.4
1646,46.30000000000001
1647,46.30000000000001
1648,46.4
1649,46.30000000000001
1650,46.4
1651,46.4
1652,46.4
1653,46.50000000000001
1654,46.50000000000001
1655,46.4
1656,46.4
1657,46.50000000000001
1658,46.50000000000001
1659,46.599999999999994
1660,46.599999999999994
1661,46.70000000000001
1662,46.599999999999994
1663,46.70000000000001
1664,46.8
1665,46.8
1666,46.8
1667,46.8
1668,46.8
1669,46.8
1670,46.9
1671,46.9
1672,47.0
1673,47.0
1674,47.0
1675,47.0
1676,46.9
1677,47.0
1678,47.0
1679,47.0
1680,47.099999999999994
1681,47.199999999999996
1682,47.199999999999996
1683,47.3
1684,47.3
1685,47.199999999999996
1686,47.099999999999994
1687,47.099999999999994
1688,47.099999999999994
1689,47.199999999999996
1690,47.099999999999994
1691,47.099999999999994
1692,47.099999999999994
1693,47.099999999999994
1694,47.099999999999994
1695,47.199999999999996
1696,47.199999999999996
1697,47.3
1698,47.199999999999996
1699,47.199999999999996
1700,47.199999999999996
1701,47.3
1702,47.199999999999996
1703,47.3
1704,47.3
1705,47.3
1706,47.3
1707,47.199999999999996
1708,47.099999999999994
1709,47.199999999999996
1710,47.199999999999996
1711,47.099999999999994
1712,47.099999999999994
1713,47.199999999999996
1714,47.199999999999996
1715,47.3
1716,47.3
1717,47.3
1718,47.199999999999996
1719,47.099999999999994
1720,47.099999999999994
1721,47.199999999999996
1722,47.099999999999994
1723,47.099999999999994
1724,47.099999999999994
1725,47.099999999999994
1726,47.0
1727,47.099999999999994
1728,47.199999999999996
1729,47.199999999999996
1730,47.3
1731,47.3
1732,47.3
1733,47.3
1734,47.3
1735,47.3
1736,47.199999999999996
1737,47.199999999999996
1738,47.199999999999996
1739,47.3
1740,47.3
1741,47.4
1742,47.3
1743,47.199999999999996
1744,47.3
1745,47.3
1746,47.3
1747,47.3
1748,47.4
1749,47.3
1750,47.199999999999996
1751,47.099999999999994
1752,47.199999999999996
1753,47.199999999999996
1754,47.099999999999994
1755,47.0
1756,47.0
1757,47.0
1758,46.9
1759,47.0
1760,46.9
1761,46.9
1762,46.8
1763,46.8
1764,46.8
1765,46.8
1766,46.70000000000001
1767,46.599999999999994
1768,46.70000000000001
1769,46.70000000000001
1770,46.8
1771,46.70000000000001
1772,46.70000000000001
1773,46.70000000000001
1774,46.8
1775,46.8
1776,46.8
1777,46.70000000000001
1778,46.8
1779,46.8
1780,46.8
1781,46.9
1782,46.8
1783,46.8
1784,46.8
1785,46.8
1786,46.8
1787,46.8
1788,46.8
1789,46.8
1790,46.70000000000001
1791,46.599999999999994
1792,46.599999999999994
1793,46.599999999999994
1794,46.70000000000001
1795,46.70000000000001
1796,46.599999999999994
1797,46.70000000000001
1798,46.70000000000001
1799,46.70000000000001
1800,46.70000000000001
1801,46.8
1802,46.70000000000001
1803,46.599999999999994
1804,46.599999999999994
1805,46.599999999999994
1806,46.50000000000001
1807,46.50000000000001
1808,46.4
1809,46.50000000000001
1810,46.50000000000001
1811,46.50000000000001
1812,46.50000000000001
1813,46.599999999999994
1814,46.50000000000001
1815,46.4
1816,46.30000000000001
1817,46.4
1818,46.4
1819,46.4
1820,46.30000000000001
1821,46.4
1822,46.50000000000001
1823,46.50000000000001
1824,46.4
1825,46.50000000000001
1826,46.4
1827,46.30000000000001
1828,46.199999999999996
1829,46.199999999999996
1830,46.199999999999996
1831,46.30000000000001
1832,46.4
1833,46.4
1834,46.4
1835,46.50000000000001
1836,46.50000000000001
1837,46.50000000000001
1838,46.50000000000001
1839,46.50000000000001
1840,46.4
1841,46.30000000000001
1842,46.30000000000001
1843,46.30000000000001
1844,46.199999999999996
1845,46.10000000000001
1846,46.199999999999996
1847,46.199999999999996
1848,46.199999999999996
1849,46.199999999999996
1850,46.10000000000001
1851,46.10000000000001
1852,46.0
1853,46.0
1854,45.900000000000006
1855,45.8
1856,45.70000000000001
1857,45.70000000000001
1858,45.70000000000001
1859,45.599999999999994
