Latency,msg
,26.03
0.5038635,26.04
0.5050383,26.05
0.5039960999999997,26.05
0.5041426000000002,26.07
0.5038589,26.08
0.5040045000000002,26.09
0.5039340999999995,26.1
0.5040315,26.11
0.5040406000000006,26.12
0.5029585999999995,26.13
0.504003,26.14
0.5052060000000003,26.15
0.5029852999999997,26.16
0.5027607000000005,26.17
0.5041827999999988,26.18
0.505002300000001,26.19
0.5028646999999999,26.2
0.5050626000000005,26.21
0.5028885999999986,26.22
0.5030484000000008,26.23
0.5031677000000006,26.24
0.5037896999999987,26.25
0.5040010000000006,26.26
0.5033550000000009,26.27
0.5036623999999996,26.28
0.504192999999999,26.29
0.5038324000000003,26.3
0.5042200000000001,26.31
0.5029326000000012,26.32
0.5038198999999999,26.33
0.503187699999998,26.34
0.503850400000001,26.35
0.5030083999999988,26.36
0.5039374000000016,26.37
0.5041462999999986,26.38
0.5039075000000004,26.39
0.5031715000000005,26.4
0.5028624999999991,26.41
0.5041070000000012,26.42
0.5031345999999992,26.43
0.5037582,26.44
0.5040089000000023,26.45
0.5040511999999993,26.46
0.5038576999999975,26.47
0.5043304000000006,26.48
0.5036781999999995,26.49
0.5040802000000006,26.5
0.5039194000000009,26.51
0.5042438000000011,26.52
0.5038448999999972,26.53
0.5039569000000022,26.54
0.5072018999999983,26.55
0.5038864000000025,26.56
0.5039932,26.57
0.5046733000000003,26.58
0.5033305999999982,26.59
0.5051239999999986,26.6
0.5038872000000012,26.61
0.504105899999999,26.62
0.5038809999999998,26.63
0.5040072000000002,26.64
0.5039948000000045,26.65
0.5040006999999989,26.66
0.5041273999999945,26.67
0.5039919000000026,26.68
0.5028831999999994,26.69
0.5040012999999988,26.7
0.5008771000000038,26.71
0.5041894000000013,26.72
0.5039532999999992,26.73
0.5039550999999989,26.74
0.5041037000000017,26.75
0.5039765999999943,26.76
0.5039704,26.77
0.5039391000000037,26.78
0.5040157999999977,26.79
0.5038960999999986,26.8
0.5040856000000034,26.81
0.5039198999999996,26.82
0.5041068000000024,26.83
0.5039182999999952,26.84
0.5042003000000008,26.85
0.5038516999999985,26.86
0.5041613000000069,26.87
0.503901599999999,26.88
0.5040868999999972,26.89
0.5037754000000021,26.9
0.5041773999999961,26.91
0.5039619000000002,26.92
0.503949200000001,26.93
0.5039592000000042,26.94
0.5041347999999957,26.95
0.503823600000004,26.96
0.5040142000000003,26.97
0.5039812999999995,26.98
0.5040049999999994,26.99
0.5040210999999957,27.0
0.503976300000005,27.01
0.5041454999999999,27.02
0.503850799999995,27.03
0.5041958000000051,27.04
0.5038199999999975,27.05
0.5030964999999981,27.06
0.5046931000000043,27.07
0.5043492999999941,27.08
0.5038535000000053,27.09
0.5050485000000009,27.1
0.5040547999999987,27.11
0.5040497999999971,27.12
0.5039975000000041,27.13
0.5038715999999965,27.14
0.5040042999999983,27.15
0.5040612000000024,27.16
0.5039946999999998,27.17
0.5039262000000022,27.18
0.5041441999999989,27.19
0.5038649999999976,27.2
0.5040750000000003,27.21
0.5050601000000015,27.22
0.5060694000000012,27.23
0.5049339999999987,27.24
0.5042813000000024,27.25
0.5036535999999998,27.26
0.5039659999999984,27.27
0.5054096000000001,27.28
0.5035572999999971,27.29
0.5041314000000057,27.3
0.5039134999999959,27.31
0.5041269999999969,27.32
0.5039250000000095,27.33
0.5049554,27.34
0.5041227999999904,27.35
0.5038701000000003,27.36
0.5040739000000087,27.37
0.5039675999999957,27.38
0.5050523999999967,27.39
0.5038781000000085,27.4
0.5040938999999867,27.41
0.5039358000000078,27.42
0.504052999999999,27.43
0.5039955999999961,27.44
0.5049891999999971,27.45
0.5041350000000051,27.46
0.503965000000008,27.47
0.5039665999999983,27.48
0.503941999999995,27.49
0.5039921000000049,27.5
0.5050998999999905,27.51
0.5040974000000062,27.52
0.5038243999999992,27.53
0.5044673999999958,27.54
0.5034920000000085,27.55
0.503961199999992,27.56
0.504154100000008,27.57
0.502968199999998,27.58
0.5040379000000001,27.59
0.5038442999999972,27.6
0.5041904999999929,27.61
0.5038381000000101,27.62
0.504105299999992,27.63
0.5038873000000024,27.64
0.5040282000000076,27.65
0.5041154999999975,27.66
0.5038962999999939,27.67
0.5041007000000093,27.68
0.5038284999999973,27.69
0.5041343999999981,27.7
0.503908899999999,27.71
0.5040771000000035,27.72
0.5039964999999995,27.73
0.5040814999999981,27.74
0.5052163000000007,27.75
0.5037289999999928,27.76
0.5040689000000071,27.77
0.503830899999997,27.78
0.5040608000000049,27.79
0.5039768999999978,27.8
0.5050564999999949,27.81
0.5039723000000009,27.82
0.5039708000000047,27.83
0.5041386000000045,27.84
0.5070260999999903,27.85
0.5040120999999971,27.86
0.5039873999999998,27.87
0.5040033000000079,27.88
0.5039976000000053,27.89
0.5040019999999998,27.9
0.504105299999992,27.91
0.5028996000000063,27.92
0.5039993999999979,27.93
0.5039988999999991,27.94
0.5040657999999922,27.95
0.5039337000000046,27.96
0.5040158999999989,27.97
0.5039959000000067,27.98
0.5039920999999907,27.99
0.5039978000000076,28.0
0.500801299999992,28.01
0.5051413999999994,28.02
0.5038980000000066,28.03
0.5040955999999994,28.04
0.5040031999999997,28.05
0.5038820999999984,28.06
0.5039878999999985,28.07
0.5039962999999972,28.08
0.5041331000000042,28.09
0.5039717000000081,28.1
0.5039297999999945,28.11
0.5039675999999957,28.12
0.5041788000000054,28.13
0.5038215000000008,28.14
0.5040446000000003,28.15
0.5039933999999988,28.16
0.50394,28.17
0.5041185999999982,28.18
0.5039740999999935,28.19
0.5040784000000116,28.2
0.5038397000000003,28.21
0.5040461999999906,28.22
0.5040122000000054,28.23
0.5039625999999942,28.24
0.5039971000000065,28.25
0.5041023999999936,28.26
0.503904200000008,28.27
0.5041794999999922,28.28
0.5048472000000004,28.29
0.5041450000000083,28.3
0.5041326999999995,28.31
0.5036925999999937,28.32
0.5040465000000012,28.33
0.503994199999994,28.34
0.5049896000000018,28.35
0.5039754000000016,28.36
0.5040940000000091,28.37
0.5060051999999899,28.38
0.5050869000000091,28.39
0.503912200000002,28.4
0.5049571999999927,28.41
0.5039859999999976,28.42
0.5040197000000006,28.43
0.503920700000009,28.44
0.5040862999999973,28.45
0.5039661999999936,28.46
0.5049716000000046,28.47
0.504139600000002,28.48
0.5038601999999912,28.49
0.5040321000000034,28.5
0.5040156999999965,28.51
