,Latency,msgdif,msg,SMA10,deviation,std_deviation,avg_std_deviation
0,503.1694,0.009999999999999787,3.48,,-3.772222033898288,-0.08174025209617902,
1,502.78699999999986,0.010000000000000231,3.49,,-4.15462203389842,-0.09002647494327043,
2,502.9752000000003,0.009999999999999787,3.5,,-3.9664220338979703,-0.0859483704981193,
3,503.14689999999996,0.009999999999999787,3.51,,-3.7947220338983243,-0.0822278044342015,
4,504.08529999999985,0.010000000000000231,3.52,,-2.8563220338984365,-0.0618936215897795,
5,502.8330000000003,0.009999999999999787,3.53,,-4.108622033897973,-0.08902970127441641,
6,502.04510000000016,0.010000000000000231,3.54,,-4.896522033898123,-0.10610270070229903,
7,502.91519999999946,0.009999999999999787,3.55,,-4.026422033898825,-0.08724851006619566,
8,503.0001999999998,0.010000000000000231,3.56,,-3.9414220338985047,-0.0854066456781068,
9,503.0080000000003,0.009999999999999787,3.57,502.99653,-3.9336220338979615,-0.0852376275342475,34.7424694776843
10,504.55079999999964,0.010000000000000231,3.58,503.13467,-2.390822033898644,-0.05180670544093534,34.75201094456808
11,502.59929999999997,0.009999999999999787,3.59,503.11589999999995,-4.342322033898313,-0.09409374489200902,34.75071448204159
12,502.85139999999996,0.010000000000000231,3.6,503.10351999999995,-4.090222033898328,-0.08863099180688638,34.74985938315625
13,503.0270000000003,0.009999999999999787,3.61,503.09153,-3.914622033897956,-0.08482591667102907,34.74903122195793
14,502.9933,0.010000000000000231,3.62,502.98233,-3.9483220338983074,-0.08555616172842917,34.741488669592876
15,501.9779999999994,0.009999999999999787,3.63,502.89682999999997,-4.9636220338989006,-0.10755669011926057,34.73558309974661
16,504.55240000000146,0.010000000000000231,3.64,503.14756000000006,-2.3892220338968286,-0.05177203505241446,34.752901269659525
17,502.4476999999994,0.009999999999999787,3.65,503.1008100000001,-4.493922033898912,-0.0973787642006481,34.74967220076698
18,504.2898999999999,0.010000000000000231,3.66,503.22978,-2.651722033898409,-0.0574601456627017,34.75858028665086
19,504.28540000000055,0.009999999999999787,3.67,503.35752000000014,-2.656222033897734,-0.057557656130291415,34.76740341521416
20,503.00230000000033,0.010000000000000231,3.68,503.2026700000001,-3.9393220338979518,-0.08536114079321279,34.75670777204815
21,503.1283999999996,0.009999999999999787,3.69,503.2555800000001,-3.8132220338986826,-0.08262868080102709,34.7603623182536
22,504.37699999999984,0.010000000000000231,3.7,503.4081400000001,-2.564622033898445,-0.05557277638973854,34.77089978884711
23,502.49269999999945,0.009999999999999787,3.71,503.35470999999995,-4.448922033898839,-0.09640365952460316,34.76720932572563
24,502.0074000000001,0.010000000000000231,3.72,503.2561199999999,-4.934222033898209,-0.10691962173089724,34.76039961658945
25,502.05829999999986,0.009999999999999787,3.73,503.2641500000001,-4.883322033898423,-0.10581666999733283,34.76095425665807
26,502.9421999999997,0.010000000000000231,3.74,503.10312999999985,-3.999422033898611,-0.08666344726056499,34.749832445469224
27,502.99419999999986,0.009999999999999787,3.75,503.1577799999999,-3.9474220338984196,-0.08553665963491074,34.75360717520137
28,504.5168000000011,0.009999999999999787,3.76,503.18046999999996,-2.424822033897158,-0.05254345119613591,34.755174396017885
29,502.4839000000014,0.010000000000000231,3.77,503.0003200000002,-4.457722033896857,-0.0965943466612087,34.74273125674534
30,503.0139999999967,0.009999999999999787,3.78,503.00148999999976,-3.927622033901571,-0.08510761357751993,34.74281206980636
31,503.11640000000324,0.010000000000000231,3.79,503.0002900000001,-3.825222033895045,-0.08288870871455983,34.74272918461556
32,504.40339999999753,0.009999999999999787,3.8,503.00292999999994,-2.5382220339007517,-0.05500071497984308,34.742911532035365
33,501.47030000000115,0.010000000000000231,3.81,502.90069000000005,-5.471322033897138,-0.11855803776427169,34.73584971377711
34,504.50259999999855,0.009999999999999787,3.82,503.15020999999996,-2.4390220338997324,-0.05285115089396538,34.75308430778925
35,499.9260999999997,0.010000000000000231,3.83,502.93698999999987,-7.0155220338986055,-0.1520192964475518,34.73835699079954
36,502.9964000000007,0.009999999999999787,3.84,502.94241,-3.9452220338976076,-0.08548898785073102,34.73873135557811
37,503.040900000002,0.010000000000000231,3.85,502.94708000000026,-3.9007220338962725,-0.0845247176710592,34.73905391711242
38,503.12439999999725,0.009999999999999787,3.86,502.8078399999998,-3.8172220339010323,-0.08271535677228185,34.72943647213703
39,502.9874000000021,0.010000000000000231,3.87,502.8581899999998,-3.954222033896201,-0.0856840087859092,34.732914196602046
40,504.3682999999994,0.009999999999999787,3.88,502.9936200000002,-2.573322033898876,-0.055761296627116264,34.742268481096566
41,501.48229999999927,0.010000000000000231,3.89,502.83020999999974,-5.459322033899014,-0.11829800985070077,34.73098159023598
42,502.1599000000023,0.009999999999999787,3.9,502.60586000000023,-4.78172203389596,-0.10361510032870153,34.715485513101406
43,502.88429999999806,0.010000000000000231,3.91,502.7472599999999,-4.0573220339002205,-0.08791808194377568,34.725252151420236
44,502.10870000000085,0.009999999999999787,3.92,502.5078700000002,-4.832922033897432,-0.10472455276014278,34.708717246560646
45,502.9344999999985,0.010000000000000231,3.93,502.8087100000001,-4.007122033899805,-0.08683029850515828,34.72949656390039
46,504.51340000000044,0.009999999999999787,3.94,502.96041,-2.428222033897839,-0.05261712577167395,34.73997463344048
47,502.4027999999987,0.010000000000000231,3.95,502.8965999999997,-4.538822033899578,-0.09835170197742582,34.735567213418356
48,502.0048000000017,0.009999999999999787,3.96,502.78464000000014,-4.93682203389659,-0.10697596111214466,34.72783402511444
49,503.9958999999996,0.010000000000000231,3.97,502.88548999999995,-2.945722033898676,-0.06383082954619085,34.73479983469332
50,503.00479999999936,0.009999999999999787,3.98,502.7491399999998,-3.9368220338989204,-0.08530696831123137,34.72538200488585
51,503.16190000000205,0.010000000000000231,3.99,502.91710000000023,-3.7797220338962347,-0.08190276954214176,34.73698316876165
52,504.4652999999997,0.009999999999999787,4.0,503.14763999999985,-2.4763220338986116,-0.05365940432541705,34.752906795338895
53,502.37579999999934,0.009999999999999787,4.01,503.09679000000006,-4.5658220338989395,-0.098936764783038,34.74939453537771
54,503.146000000001,0.009999999999999787,4.02,503.20052,-3.7956220338973026,-0.08224730652770022,34.75655926941458
55,502.9365999999982,0.010000000000000675,4.03,503.20073,-4.005022033900104,-0.08678479362028275,34.75657377432298
56,502.02790000000164,0.009999999999999787,4.04,502.9521800000001,-4.913722033896647,-0.10647540737844365,34.739406179173415
57,503.0867999999984,0.009999999999999787,4.05,503.02058000000005,-3.854822033899893,-0.08353011090157342,34.74413063505042
58,504.42480000000245,0.009999999999999787,4.06,503.2625800000002,-2.516822033895835,-0.05453699853379591,34.76084581520008
59,502.3760999999993,0.010000000000000675,4.07,503.1006000000001,-4.565522033898958,-0.09893026408519812,34.74965769585859
