Latency,msg
,72.91
0.05290050000000002,72.92
0.054207100000000064,72.93
0.05277759999999998,72.94
0.055047599999999974,72.95
0.05316389999999993,72.95
0.05501310000000004,72.97
0.05244739999999992,72.97
0.05453870000000016,72.99
0.053407800000000005,73.0
0.05362990000000001,73.01
0.0540468999999999,73.02
0.052917300000000056,73.03
0.052590399999999926,73.03
0.05286800000000014,73.04
0.053010299999999955,73.05
0.05299459999999989,73.06
0.052000500000000116,73.07
0.053067100000000034,73.08
0.0531976999999999,73.09
0.052730399999999955,73.1
0.053327799999999925,73.11
0.051748600000000256,73.12
0.052935399999999966,73.13
0.052993100000000126,73.14
0.052953499999999654,73.15
0.05204500000000012,73.16
0.05295449999999979,73.17
0.05304780000000031,73.18
0.05200609999999983,73.19
0.05310320000000024,73.2
0.052845999999999727,73.21
0.0531682,73.22
0.05288439999999994,73.23
0.053057000000000354,73.24
0.05288870000000001,73.25
0.052982299999999594,73.26
0.052006,73.27
0.05199950000000042,73.28
0.05206759999999999,73.29
0.05301650000000002,73.3
0.052971999999999575,73.31
0.055003100000000416,73.32
0.05400389999999966,73.33
0.05293710000000029,73.34
0.05305679999999979,73.35
0.05316490000000007,73.36
0.05278029999999978,73.37
0.05301109999999998,73.38
0.05316730000000014,73.39
0.05283380000000015,73.4
0.05299739999999975,73.41
0.05311060000000012,73.42
0.051935900000000146,73.43
0.05315219999999998,73.44
0.052797699999999725,73.45
0.0529942000000001,73.46
0.053119099999999975,73.47
0.05293560000000008,73.48
0.052066399999999735,73.48
0.05293460000000039,73.5
0.05217169999999971,73.51
0.052860899999999766,73.52
0.05297400000000074,73.53
0.05300130000000003,73.54
0.052956,73.55
0.05298149999999957,73.56
0.05200970000000016,73.57
0.05299030000000027,73.58
0.05231949999999941,73.59
0.05232970000000048,73.6
0.052669899999999714,73.61
0.05290190000000017,73.62
0.05200910000000025,73.62
0.05278259999999957,73.63
0.05304230000000043,73.64
0.05396079999999959,73.65
0.05299540000000036,73.66
0.05300049999999956,73.67
0.05237270000000027,73.68
0.052668999999999855,73.69
0.05312560000000044,73.7
0.052942099999999215,73.71
0.05287910000000018,73.72
0.051998400000000444,73.73
0.05206139999999948,73.74
0.05313570000000034,73.75
0.052815999999999974,73.76
0.05304220000000015,73.77
0.05295679999999958,73.78
0.0529913999999998,73.79
0.05305490000000024,73.8
0.052954200000000284,73.81
0.05304429999999982,73.82
0.05308380000000046,73.83
0.052978999999999665,73.84
0.0528871999999998,73.85
0.0530520000000001,73.86
0.053001000000000076,73.87
0.05311679999999974,73.88
0.05383730000000053,73.89
0.05199489999999951,73.9
0.05311969999999988,73.91
0.05293159999999997,73.92
0.052954200000000284,73.93
0.052999999999999936,73.94
0.053000100000000216,73.95
0.05211019999999955,73.96
0.053061500000000095,73.97
0.05283149999999992,73.98
0.05200030000000044,73.99
0.05303940000000029,74.0
0.0530646999999993,74.01
0.05293990000000015,74.02
0.053008799999999745,74.03
0.053059800000000656,74.04
0.052888399999999613,74.05
0.053352700000000475,74.06
0.05269349999999928,74.07
0.05293890000000001,74.08
0.05318350000000027,74.09
0.05183070000000001,74.1
0.052184200000000125,74.1
0.05286219999999986,74.12
0.05293860000000006,74.13
0.05300130000000003,74.14
0.05218360000000022,74.15
0.05255920000000014,74.16
0.05378409999999967,74.17
0.052494099999999655,74.17
0.052991000000000454,74.18
0.052999899999999656,74.19
