Latency,msg
,24.43
0.05282819999999999,24.44
0.05349860000000006,24.44
0.05389939999999993,24.45
0.05415550000000002,24.47
0.05391859999999993,24.48
0.05296190000000012,24.48
0.05400040000000006,24.5
0.05405969999999982,24.51
0.05307320000000004,24.52
0.05385450000000014,24.53
0.053199399999999786,24.54
0.05393860000000017,24.55
0.05286170000000001,24.56
0.05308029999999997,24.57
0.05296780000000001,24.58
0.05402700000000005,24.59
0.05390269999999986,24.6
0.054988100000000095,24.61
0.05308999999999986,24.62
0.05409710000000012,24.63
0.05390380000000006,24.64
0.05300769999999999,24.65
0.05398689999999995,24.66
0.05396350000000005,24.67
0.05401359999999977,24.68
0.05398920000000018,24.69
0.054007499999999986,24.7
0.05397840000000009,24.71
0.053997299999999804,24.72
0.05407760000000028,24.73
0.0550126999999998,24.74
0.053115800000000046,24.75
0.053871,24.76
0.05397980000000002,24.77
0.05395430000000001,24.78
0.05416080000000001,24.79
0.05488150000000003,24.8
0.05396259999999975,24.81
0.05400040000000006,24.82
0.05398650000000016,24.83
0.05411790000000005,24.84
0.05290899999999965,24.85
0.05394500000000013,24.86
0.05304030000000015,24.87
0.05396389999999984,24.88
0.05316220000000005,24.89
0.05387539999999991,24.9
0.054031800000000185,24.91
0.05296579999999995,24.92
0.05298910000000001,24.93
0.05303330000000006,24.94
0.05301139999999993,24.95
0.053969500000000004,24.96
0.05406880000000003,24.97
0.055987099999999845,24.99
0.0549580999999999,25.0
0.05480760000000018,25.01
0.05256250000000007,25.02
0.05277060000000011,25.03
0.05283440000000006,25.04
0.05312260000000002,25.04
0.05387580000000014,25.06
0.05300649999999951,25.07
0.05296780000000023,25.08
0.05309849999999994,25.09
0.05290689999999998,25.1
0.054032099999999694,25.11
0.05396560000000061,25.12
0.05408649999999948,25.13
0.05398520000000051,25.14
0.05296149999999944,25.15
0.05400030000000022,25.16
0.05396230000000024,25.17
0.05402679999999993,25.18
0.05402780000000007,25.19
0.05398429999999976,25.2
0.0532881999999999,25.21
0.053711400000000076,25.22
0.054387799999999764,25.23
0.053601200000000127,25.24
0.054004500000000455,25.25
0.054039999999999644,25.26
0.053985700000000136,25.27
0.05335329999999949,25.28
0.053629800000000394,25.29
0.053997500000000365,25.3
0.054033099999999834,25.31
0.052983999999999476,25.32
0.05306280000000019,25.33
0.0539234000000004,25.34
0.053132999999999875,25.35
0.05487410000000015,25.36
0.05295579999999944,25.37
0.05402290000000054,25.38
0.05416879999999935,25.39
0.05283170000000048,25.4
0.05300059999999984,25.41
0.053212600000000165,25.41
0.05283280000000001,25.43
0.05296759999999967,25.44
0.05407459999999986,25.45
0.05292330000000067,25.46
0.05300249999999984,25.47
0.05398519999999962,25.48
0.054025400000000445,25.49
0.053974499999999814,25.5
0.053979,25.51
0.053103400000000356,25.52
0.05297259999999948,25.53
0.05497249999999987,25.54
0.05501830000000041,25.55
0.05396839999999958,25.56
0.054177300000000095,25.57
0.0528808999999999,25.58
0.05294299999999996,25.59
0.05403260000000021,25.6
0.05396540000000005,25.61
0.05312590000000039,25.62
0.05311679999999974,25.63
0.05278999999999989,25.64
0.053955700000000384,25.65
0.05401260000000008,25.66
0.052998999999999796,25.67
0.05398859999999939,25.68
0.05401310000000059,25.69
0.055436300000000216,25.71
0.05307009999999934,25.72
0.05348040000000065,25.73
0.054012199999999844,25.74
0.05298859999999994,25.75
0.05401179999999961,25.76
0.0539890999999999,25.77
0.054006400000000454,25.78
0.05320310000000017,25.79
0.05280459999999909,25.8
0.05404829999999983,25.81
0.05393830000000044,25.82
0.05408380000000079,25.83
0.05292869999999894,25.84
0.05303989999999992,25.85
0.054097900000000365,25.86
0.05382409999999993,25.87
0.05714850000000027,25.88
0.052993999999999986,25.89
0.05400389999999966,25.9
0.05300130000000003,25.91
0.0554983,25.92
0.05349920000000097,25.93
0.05303099999999894,25.94
0.052989200000000736,25.95
0.052981799999999524,25.96
0.05299809999999994,25.97
0.054002500000001064,25.98
0.05553980000000003,25.99
0.052456099999998784,26.0
0.05300130000000003,26.01
0.053005900000000494,26.02
0.0540061000000005,26.03
0.05399369999999948,26.04
0.053013699999999275,26.05
0.05549750000000131,26.06
0.05248269999999877,26.07
0.05300360000000026,26.08
0.05401379999999989,26.09
0.053985700000000136,26.1
0.05400020000000083,26.11
0.05400069999999957,26.12
0.05307370000000056,26.13
0.05321799999999932,26.14
0.053722099999999884,26.15
0.05398809999999976,26.16
0.05299590000000087,26.17
0.053010900000000305,26.18
0.053007399999998484,26.19
0.055501800000000046,26.2
0.05248010000000036,26.21
0.05400030000000022,26.22
0.0530381000000002,26.23
0.05308999999999919,26.24
0.052870800000000884,26.25
0.054049199999999686,26.26
0.05547819999999959,26.27
0.05260340000000063,26.28
0.05387159999999902,26.29
0.05299700000000129,26.3
0.05400079999999896,26.31
0.054000600000000176,26.32
0.05400220000000111,26.33
0.054513099999999426,26.34
0.05248560000000069,26.35
0.05301249999999946,26.36
0.0529882999999991,26.37
0.053001100000001244,26.38
0.053997400000000084,26.39
0.053000299999999,26.4
0.055501900000001214,26.41
0.05149899999999974,26.42
0.054020099999998905,26.43
0.05297900000000055,26.44
0.05400000000000027,26.45
0.05400389999999966,26.46
0.054007199999999145,26.47
0.05411860000000068,26.48
0.05487010000000048,26.49
0.05400049999999901,26.51
0.053152900000000614,26.51
0.053848500000000854,26.53
0.05399889999999985,26.54
0.05400259999999868,26.55
0.053749400000000946,26.56
0.05225049999999953,26.57
0.05399970000000032,26.58
0.0539998999999991,26.59
0.054015500000000216,26.6
0.05398530000000079,26.61
0.05400030000000022,26.62
0.052998599999998675,26.63
0.053002200000001665,26.64
0.05299929999999975,26.65
0.053009599999999324,26.66
0.054010099999999284,26.67
0.05297850000000004,26.68
0.05313190000000034,26.69
0.05436880000000066,26.7
0.051504700000000625,26.71
0.05302999999999969,26.72
0.05396990000000024,26.73
0.0539947999999999,26.74
0.05401409999999984,26.75
0.05400179999999999,26.76
0.05398499999999906,26.77
0.05412850000000091,26.78
0.05400470000000013,26.79
0.054007199999999145,26.8
0.0528606000000007,26.81
0.053142899999999216,26.82
0.05385770000000001,26.83
0.05299720000000008,26.84
0.053002799999999795,26.85
0.05302220000000091,26.86
0.05397789999999958,26.87
0.055002899999999855,26.88
0.05299819999999933,26.89
0.05413720000000133,26.9
0.05386009999999963,26.91
0.054002199999999334,26.92
0.05499960000000037,26.93
0.05402160000000045,26.94
0.05397810000000014,26.95
0.05299860000000045,26.96
0.052998999999999796,26.97
0.054003199999998586,26.98
0.05411650000000101,26.99
0.05388089999999934,27.0
0.05401260000000008,27.01
0.0529983000000005,27.02
0.05299370000000003,27.03
0.053000299999999,27.04
0.053999800000001486,27.05
0.054005399999999426,27.06
0.053991500000000414,27.07
0.05402750000000012,27.08
0.052978899999999385,27.09
0.053157799999999256,27.1
0.05296490000000098,27.11
0.053878400000000326,27.12
0.054243699999998896,27.13
0.05487860000000033,27.14
0.05449710000000074,27.16
0.0528739999999992,27.17
0.054135600000000395,27.17
0.052363699999999014,27.19
0.052750700000000705,27.2
0.05500349999999976,27.21
0.053245500000000945,27.22
0.054001500000000036,27.23
0.053003799999999046,27.24
0.05463169999999984,27.24
0.05249360000000003,27.26
0.05388010000000065,27.27
0.05399289999999901,27.28
0.053999400000000364,27.29
0.05400799999999961,27.3
0.053991599999999806,27.31
0.05399940000000214,27.32
0.054022699999997315,27.33
0.05397620000000103,27.34
0.05400060000000195,27.35
0.05400049999999723,27.36
0.05300010000000199,27.37
0.05401939999999783,27.38
0.053993900000001815,27.39
0.05398609999999948,27.4
0.053003000000000355,27.41
0.05087689999999867,27.42
0.054046500000001885,27.43
0.05296849999999864,27.44
0.05399930000000097,27.45
0.054113000000000966,27.46
0.052874599999999106,27.47
0.05397740000000084,27.48
0.053159799999999535,27.49
0.052865900000000465,27.5
0.054008299999999565,27.51
0.054118599999998906,27.52
0.0528991000000012,27.53
0.05399369999999948,27.54
0.05394679999999852,27.55
0.053240000000002397,27.56
0.05379609999999957,27.57
0.054049799999997816,27.58
0.05412340000000171,27.59
0.05382279999999895,27.6
0.054140199999999084,27.61
0.05385700000000071,27.62
0.05404760000000053,27.63
0.05396740000000122,27.64
0.05407079999999809,27.65
0.05289140000000003,27.66
0.054068300000000846,27.67
0.0530596999999986,27.68
0.05394210000000044,27.69
0.05301060000000035,27.7
0.054050000000000153,27.71
0.05289550000000176,27.72
0.05401729999999816,27.73
0.05295540000000187,27.74
0.05302640000000025,27.75
0.055072199999997906,27.76
0.05397950000000051,27.77
0.05404929999999908,27.78
0.05300120000000064,27.79
0.052909800000001894,27.8
0.05398769999999686,27.81
0.0540305000000032,27.82
0.05516629999999978,27.83
0.05446659999999781,27.85
0.05359430000000032,27.86
0.0528802000000006,27.87
0.05300180000000054,27.87
0.05383630000000039,27.89
0.052404599999999135,27.9
0.053085800000001626,27.91
0.05267679999999686,27.91
0.0525455000000008,27.93
0.053075700000000836,27.94
0.052861899999999906,27.95
0.05356859999999841,27.96
0.05280660000000026,27.97
0.0543212000000004,27.98
0.05370500000000078,27.99
0.05401979999999895,28.0
0.054033800000002685,28.01
0.053918399999997035,28.02
0.05403260000000287,28.03
0.052946799999997296,28.04
0.054024600000001755,28.05
0.05308069999999887,28.06
0.0540054000000012,28.07
0.05292529999999829,28.08
0.0529976000000012,28.09
0.05406229999999823,28.1
0.05392700000000161,28.11
0.05301210000000012,28.12
0.05406160000000071,28.13
0.05396799999999757,28.14
0.05400460000000251,28.15
0.05395619999999823,28.16
0.0540225999999997,28.17
0.05407820000000285,28.18
0.0560567999999968,28.19
0.054927800000001525,28.2
0.053926900000000444,28.21
0.05299880000000101,28.22
0.05300089999999713,28.23
0.05296270000000192,28.24
0.05404490000000095,28.25
0.05400759999999849,28.26
0.05410369999999887,28.27
0.052884699999999896,28.28
0.05403040000000203,28.29
0.05309139999999957,28.3
0.053862399999999866,28.31
0.05314849999999893,28.32
0.052926800000001606,28.33
0.05394929999999931,28.34
0.05402249999999853,28.35
