Time,Message
707065.6845277,"0.00
"
707065.685774,"0.00
"
707065.6871039,"0.00
"
707065.6883931,"0.00
"
707065.6894563,"0.00
"
707065.6909723,"0.00
"
707065.6920851,"0.00
"
707065.6933506,"0.00
"
707065.6948923,"0.00
"
707065.6961559,"0.00
"
707065.697471,"0.00
"
707065.6987654,"0.00
"
707065.6999723,"0.00
"
707065.7013601,"0.00
"
707065.7026514,"0.00
"
707065.7039443,"0.00
"
707065.7049546,"0.00
"
707065.70626,"0.00
"
707065.7075398,"0.00
"
707065.7088617,"0.00
"
707065.7100949,"0.00
"
707065.7114993,"0.00
"
707065.7129838,"0.00
"
707065.7142925,"0.00
"
707065.7155629,"0.00
"
707065.7168801,"0.00
"
707065.7181551,"0.00
"
707065.7194698,"0.00
"
707065.7205568,"0.00
"
707065.7220603,"0.00
"
707065.7233875,"0.00
"
707065.7247046,"0.00
"
707065.7259127,"0.00
"
707065.7272483,"0.00
"
707065.7285962,"0.00
"
707065.7299077,"0.00
"
707065.7311936,"0.00
"
707065.7325042,"0.00
"
707065.7337685,"0.00
"
707065.7350726,"0.00
"
707065.7361658,"0.00
"
707065.7376788,"0.00
"
707065.7389702,"0.00
"
707065.740252,"0.00
"
707065.7415737,"0.00
"
707065.7427902,"0.00
"
707065.7441221,"0.00
"
707065.7454266,"0.00
"
707065.7467152,"0.00
"
707065.7480324,"0.00
"
707065.7493097,"0.00
"
707065.7506304,"0.00
"
707065.75176,"0.00
"
707065.7529338,"0.00
"
707065.7542087,"0.00
"
707065.7555071,"0.00
"
707065.756789,"0.00
"
707065.7583724,"0.00
"
707065.7594123,"0.00
"
707065.7606636,"0.00
"
707065.7619617,"0.00
"
707065.7633145,"0.00
"
707065.7646759,"0.00
"
707065.766114,"0.00
"
707065.767259,"0.00
"
707065.76874,"0.00
"
707065.7700187,"0.00
"
707065.7713303,"0.00
"
707065.772616,"0.00
"
707065.7738959,"0.00
"
707065.7750218,"0.00
"
707065.7763539,"0.00
"
707065.777856,"0.00
"
707065.7789115,"0.00
"
707065.7803866,"0.00
"
707065.7816962,"0.00
"
707065.782798,"0.00
"
707065.7840052,"0.00
"
707065.7855908,"0.00
"
707065.7868429,"0.00
"
707065.7881215,"0.00
"
707065.789436,"0.00
"
707065.7907379,"0.00
"
707065.7920284,"0.00
"
707065.7932956,"0.00
"
707065.7944397,"0.00
"
707065.795893,"0.00
"
707065.7972098,"0.00
"
707065.7982337,"0.00
"
707065.7997928,"0.00
"
707065.8010751,"0.00
"
707065.8023708,"0.00
"
707065.8036952,"0.00
"
707065.8048328,"0.00
"
707065.806274,"0.00
"
707065.8075633,"0.00
"
707065.8089246,"0.00
"
707065.8099281,"0.00
"
707065.8112553,"0.00
"
707065.8127499,"0.00
"
707065.8137784,"0.00
"
707065.8151858,"0.00
"
707065.816623,"0.00
"
707065.817872,"0.00
"
707065.8192189,"0.00
"
707065.820499,"0.00
"
707065.821803,"0.00
"
707065.8231278,"0.00
"
707065.8243745,"0.00
"
707065.8255122,"0.00
"
707065.8268072,"0.00
"
707065.8283095,"0.00
"
707065.8295101,"0.00
"
707065.8308488,"0.00
"
707065.8321947,"0.00
"
707065.8335267,"0.00
"
707065.8347691,"0.00
"
707065.8361256,"0.00
"
707065.8373959,"0.00
"
707065.8386892,"0.00
"
707065.8399671,"0.00
"
707065.8412685,"0.00
"
707065.8423201,"0.00
"
707065.8438671,"0.00
"
707065.8451096,"0.00
"
707065.8464256,"0.00
"
707065.8477341,"0.00
"
707065.8490013,"0.00
"
707065.850188,"0.00
"
707065.8516319,"0.00
"
707065.852899,"0.00
"
707065.854229,"0.00
"
707065.8555769,"0.00
"
707065.8566135,"0.00
"
707065.8581473,"0.00
"
707065.8592408,"0.00
"
707065.8604943,"0.00
"
707065.8618171,"0.00
"
707065.8632691,"0.00
"
707065.8645628,"0.00
"
707065.8658776,"0.00
"
707065.8671283,"0.00
"
707065.8684478,"0.00
"
707065.8697388,"0.00
"
707065.8710508,"0.00
"
707065.87232,"0.00
"
707065.8736206,"0.00
"
707065.8749252,"0.00
"
707065.876174,"0.00
"
707065.8774914,"0.00
"
707065.8787772,"0.00
"
707065.8801293,"0.00
"
707065.8814538,"0.00
"
707065.8825458,"0.00
"
707065.8839842,"0.00
"
707065.8852711,"0.00
"
707065.8865795,"0.00
"
707065.8878777,"0.00
"
707065.8890982,"0.00
"
707065.8904314,"0.00
"
707065.8916176,"0.00
"
707065.8928563,"0.00
"
707065.8943348,"0.00
"
707065.8956194,"0.00
"
707065.8969448,"0.00
"
707065.898246,"0.00
"
707065.8995182,"0.00
"
707065.9007971,"0.00
"
707065.9021295,"0.00
"
707065.9033904,"0.00
"
707065.9047101,"0.00
"
707065.9059709,"0.00
"
707065.907079,"0.00
"
707065.9086828,"0.00
"
707065.9096359,"0.00
"
707065.9108996,"0.00
"
707065.9124551,"0.00
"
707065.9137447,"0.00
"
707065.9150559,"0.00
"
707065.9163361,"0.00
"
707065.9176471,"0.00
"
707065.9189345,"0.00
"
707065.9202539,"0.00
"
707065.9215527,"0.00
"
707065.922563,"0.00
"
707065.92414,"0.00
"
707065.9254751,"0.00
"
707065.9265097,"0.00
"
707065.9281522,"0.00
"
707065.9293864,"0.00
"
707065.9306931,"0.00
"
707065.9318353,"0.00
"
707065.9333074,"0.00
"
707065.9346219,"0.00
"
707065.9357209,"0.00
"
707065.9371775,"0.00
"
707065.938224,"0.00
"
707065.9397898,"0.00
"
707065.9410786,"0.00
"
707065.9423175,"0.00
"
707065.9436392,"0.00
"
707065.9449385,"0.00
"
707065.946251,"0.00
"
707065.9475544,"0.00
"
707065.9487963,"0.00
"
707065.950129,"0.00
"
707065.9514102,"0.00
"
707065.9527014,"0.00
"
707065.9537559,"0.00
"
707065.9553025,"0.00
"
707065.956592,"0.00
"
707065.9578956,"0.00
"
707065.9589889,"0.00
"
707065.9602524,"0.00
"
707065.9616108,"0.00
"
707065.963032,"0.00
"
707065.9643693,"0.00
"
707065.9656471,"0.00
"
707065.9669597,"0.00
"
707065.968253,"0.00
"
707065.9693272,"0.00
"
707065.9708256,"0.00
"
707065.9721266,"0.00
"
707065.9734039,"0.00
"
707065.9747164,"0.00
"
707065.9758218,"0.00
"
707065.9772693,"0.00
"
707065.9786012,"0.00
"
707065.9798991,"0.00
"
707065.981151,"0.00
"
707065.9824613,"0.00
"
707065.9837707,"0.00
"
707065.9848708,"0.00
"
707065.9863428,"0.00
"
707065.9876097,"0.00
"
707065.9889804,"0.00
"
707065.9900976,"0.00
"
707065.9915688,"0.00
"
707065.9926376,"0.00
"
707065.9939619,"0.00
"
707065.9954246,"0.00
"
707065.9967007,"0.00
"
707065.9980284,"0.00
"
707065.9993004,"0.00
"
707066.0003727,"0.00
"
707066.0019095,"0.00
"
707066.0031518,"0.00
"
707066.0045563,"0.00
"
707066.0057731,"0.00
"
707066.0070663,"0.00
"
707066.0083511,"0.00
"
707066.0096317,"0.00
"
707066.010666,"0.00
"
707066.0119798,"0.00
"
707066.0135538,"0.00
"
707066.0149547,"0.00
"
707066.0160387,"0.00
"
707066.0174146,"0.00
"
707066.0187241,"0.00
"
707066.019971,"0.00
"
707066.0212974,"0.00
"
707066.0225963,"0.00
"
707066.0238775,"0.00
"
707066.0251512,"0.00
"
707066.0262208,"0.00
"
707066.027751,"0.00
"
707066.0290813,"0.00
"
707066.0302686,"0.00
"
707066.0316526,"0.00
"
707066.0329755,"0.00
"
707066.0342629,"0.00
"
707066.03558,"0.00
"
707066.0368945,"0.00
"
707066.0381582,"0.00
"
707066.0394532,"0.00
"
707066.0407826,"0.00
"
707066.0421477,"0.00
"
707066.0431722,"0.00
"
707066.044433,"0.00
"
707066.0458169,"0.00
"
707066.0472733,"0.00
"
707066.0483268,"0.00
"
707066.0498586,"0.00
"
707066.0511255,"0.00
"
707066.0524306,"0.00
"
707066.053736,"0.00
"
707066.0550242,"0.00
"
707066.0562824,"0.00
"
707066.0575839,"0.00
"
707066.0588881,"0.00
"
707066.0599385,"0.00
"
707066.0613781,"0.00
"
707066.0628071,"0.00
"
707066.0641279,"0.00
"
707066.0653589,"0.00
"
707066.066665,"0.00
"
707066.0680618,"0.00
"
707066.0692221,"0.00
"
707066.0705747,"0.00
"
707066.0718416,"0.00
"
707066.0731275,"0.00
"
707066.074436,"0.00
"
707066.0755283,"0.00
"
707066.0767162,"0.00
"
707066.0782985,"0.00
"
707066.0795914,"0.00
"
707066.0808749,"0.00
"
707066.0821748,"0.00
"
707066.0834875,"0.00
"
707066.0847703,"0.00
"
707066.0861298,"0.00
"
707066.0872067,"0.00
"
707066.0886898,"0.00
"
707066.089958,"0.00
"
707066.0910418,"0.00
"
707066.0923219,"0.00
"
707066.0938715,"0.00
"
707066.0952726,"0.00
"
707066.0964222,"0.00
"
707066.0978031,"0.00
"
707066.0991106,"0.00
"
707066.1003626,"0.00
"
707066.1016723,"0.00
"
707066.103003,"0.00
"
707066.1042654,"0.00
"
707066.1055703,"0.00
"
707066.1066092,"0.00
"
707066.1081281,"0.00
"
707066.1092296,"0.00
"
707066.1105671,"0.00
"
707066.1117886,"0.00
"
707066.1132844,"0.00
"
707066.1146743,"0.00
"
707066.1158713,"0.00
"
707066.1172054,"0.00
"
707066.1184986,"0.00
"
707066.1197982,"0.00
"
707066.1211272,"0.00
"
707066.1222327,"0.00
"
707066.1236794,"0.00
"
707066.1249868,"0.00
"
707066.1260271,"0.00
"
707066.1275602,"0.00
"
707066.1288366,"0.00
"
707066.1301267,"0.00
"
707066.1314938,"0.00
"
707066.1327721,"0.00
"
707066.134052,"0.00
"
707066.1353549,"0.00
"
707066.136604,"0.00
"
707066.1377446,"0.00
"
707066.1392793,"0.00
"
707066.1405773,"0.00
"
707066.141857,"0.00
"
707066.1430428,"0.00
"
707066.1444747,"0.00
"
707066.1457315,"0.00
"
707066.1470542,"0.00
"
707066.1483624,"0.00
"
707066.1496173,"0.00
"
707066.1509592,"0.00
"
707066.152225,"0.00
"
707066.1533695,"0.00
"
707066.1547956,"0.00
"
707066.1561365,"0.00
"
707066.1574093,"0.00
"
707066.1587658,"0.00
"
707066.1598121,"0.00
"
707066.1610666,"0.00
"
707066.1624902,"0.00
"
707066.1639354,"0.00
"
707066.164991,"0.00
"
707066.166504,"0.00
"
707066.167801,"0.00
"
707066.1689651,"0.00
"
707066.1701709,"0.00
"
707066.1716745,"0.00
"
707066.1729967,"0.00
"
707066.1743207,"0.00
"
707066.1755144,"0.00
"
707066.1766491,"0.00
"
707066.1779139,"0.00
"
707066.1794984,"0.00
"
707066.1807359,"0.00
"
707066.1819292,"0.00
"
707066.1833527,"0.00
"
707066.1844288,"0.00
"
707066.1858674,"0.00
"
707066.1872316,"0.00
"
707066.1885245,"0.00
"
707066.1897645,"0.00
"
707066.1911299,"0.00
"
707066.1923651,"0.00
"
707066.1936702,"0.00
"
707066.1949867,"0.00
"
707066.1962643,"0.00
"
707066.197578,"0.00
"
707066.1988428,"0.00
"
707066.2001354,"0.00
"
707066.2014626,"0.00
"
707066.202745,"0.00
"
707066.2040504,"0.00
"
707066.2053511,"0.00
"
707066.2066536,"0.00
"
707066.207932,"0.00
"
707066.209093,"0.00
"
707066.2102848,"0.00
"
707066.211666,"0.00
"
707066.213101,"0.00
"
707066.2143918,"0.00
"
707066.2154901,"0.00
"
707066.2169819,"0.00
"
707066.2182916,"0.00
"
707066.2195609,"0.00
"
707066.2208763,"0.00
"
707066.2221655,"0.00
"
707066.2234767,"0.00
"
707066.2247502,"0.00
"
707066.2258878,"0.00
"
707066.2270761,"0.00
"
707066.2286585,"0.00
"
707066.2299327,"0.00
"
707066.2310365,"0.00
"
707066.2325183,"0.00
"
707066.2336201,"0.00
"
707066.2350867,"0.00
"
707066.236434,"0.00
"
707066.2377419,"0.00
"
707066.2390272,"0.00
"
707066.2403328,"0.00
"
707066.2416278,"0.00
"
707066.2427058,"0.00
"
707066.2440966,"0.00
"
707066.2455495,"0.00
"
707066.2466293,"0.00
"
707066.2481614,"0.00
"
707066.2494109,"0.00
"
707066.2507012,"0.00
"
707066.2520328,"0.00
"
707066.2531273,"0.00
"
707066.2545829,"0.00
"
707066.2558784,"0.00
"
707066.2571507,"0.00
"
707066.2584479,"0.00
"
707066.2595795,"0.00
"
707066.2608172,"0.00
"
707066.2620636,"0.00
"
707066.2633771,"0.00
"
707066.2647834,"0.00
"
707066.2659765,"0.00
"
707066.2672629,"0.00
"
707066.2687144,"0.00
"
707066.270134,"0.00
"
707066.2714135,"0.00
"
707066.2727053,"0.00
"
707066.2739547,"0.00
"
707066.2751622,"0.00
"
707066.2763835,"0.00
"
707066.2778718,"0.00
"
707066.2791517,"0.00
"
707066.2803315,"0.00
"
707066.2816657,"0.00
"
707066.2830709,"0.00
"
707066.2843263,"0.00
"
707066.2855999,"0.00
"
707066.2869343,"0.00
"
707066.2882658,"0.00
"
707066.2895523,"0.00
"
707066.2908093,"0.00
"
707066.2921781,"0.00
"
707066.2932293,"0.00
"
707066.2947153,"0.00
"
707066.29597,"0.00
"
707066.2972613,"0.00
"
707066.2984137,"0.00
"
707066.2999088,"0.00
"
707066.3011622,"0.00
"
707066.3024505,"0.00
"
707066.3037673,"0.00
"
707066.3051342,"0.00
"
707066.3062097,"0.00
"
707066.3076843,"0.00
"
707066.3087663,"0.00
"
707066.3099693,"0.00
"
707066.3115011,"0.00
"
707066.3128316,"0.00
"
707066.3141009,"0.00
"
707066.3153659,"0.00
"
707066.3167151,"0.00
"
707066.3179756,"0.00
"
707066.3192952,"0.00
"
707066.3205997,"0.00
"
707066.3219015,"0.00
"
707066.3232224,"0.00
"
707066.3242723,"0.00
"
707066.3258195,"0.00
"
707066.3268896,"0.00
"
707066.3283727,"0.00
"
707066.3296726,"0.00
"
707066.3309305,"0.00
"
707066.332227,"0.00
"
707066.3335508,"0.00
"
707066.3348406,"0.00
"
707066.3361276,"0.00
"
707066.3374316,"0.00
"
707066.3387458,"0.00
"
707066.3398096,"0.00
"
707066.3413352,"0.00
"
707066.3425921,"0.00
"
707066.3439118,"0.00
"
707066.345231,"0.00
"
707066.346526,"0.00
"
707066.3478308,"0.00
"
707066.3491163,"0.00
"
707066.3503852,"0.00
"
707066.3516968,"0.00
"
707066.3529795,"0.00
"
707066.3542613,"0.00
"
707066.355346,"0.00
"
707066.3568982,"0.00
"
707066.3579647,"0.00
"
707066.3592692,"0.00
"
707066.3604757,"0.00
"
707066.3619302,"0.00
"
707066.3633552,"0.00
"
707066.3646882,"0.00
"
707066.3659266,"0.00
"
707066.3672283,"0.00
"
707066.3685201,"0.00
"
707066.3698247,"0.00
"
707066.3708977,"0.00
"
707066.3723973,"0.00
"
707066.3736939,"0.00
"
707066.3750054,"0.00
"
707066.3761163,"0.00
"
707066.3773629,"0.00
"
707066.3788827,"0.00
"
707066.3801623,"0.00
"
707066.3815072,"0.00
"
707066.3828164,"0.00
"
707066.3840592,"0.00
"
707066.3853485,"0.00
"
707066.3863911,"0.00
"
707066.3879562,"0.00
"
707066.3892522,"0.00
"
707066.3905467,"0.00
"
707066.391834,"0.00
"
707066.3929185,"0.00
"
707066.3943939,"0.00
"
707066.3957143,"0.00
"
707066.3970079,"0.00
"
707066.3982559,"0.00
"
707066.3995871,"0.00
"
707066.400891,"0.00
"
707066.4019388,"0.00
"
707066.4035187,"0.00
"
707066.4047555,"0.00
"
707066.4060761,"0.00
"
707066.4073645,"0.00
"
707066.4086716,"0.00
"
707066.4099792,"0.00
"
707066.410966,"0.00
"
707066.4122325,"0.00
"
707066.4138728,"0.00
"
707066.4149828,"0.00
"
707066.4164203,"0.00
"
707066.4175276,"0.00
"
707066.4187845,"0.00
"
707066.4200379,"0.00
"
707066.4213293,"0.00
"
707066.4226345,"0.00
"
707066.4242244,"0.00
"
707066.4255231,"0.00
"
707066.4267257,"0.00
"
707066.4281272,"0.00
"
707066.4293927,"0.00
"
707066.4306897,"0.00
"
707066.4318292,"0.00
"
707066.4331401,"0.00
"
707066.4345816,"0.00
"
707066.4358687,"0.00
"
707066.4371523,"0.00
"
707066.4385025,"0.00
"
707066.4397505,"0.00
"
707066.4410787,"0.00
"
707066.4424085,"0.00
"
707066.4434874,"0.00
"
707066.4449936,"0.00
"
707066.4463004,"0.00
"
707066.447649,"0.00
"
707066.4495169,"0.00
"
707066.4507595,"0.00
"
707066.4520551,"0.00
"
707066.4533515,"0.00
"
707066.4546558,"0.00
"
707066.4559573,"0.00
"
707066.4572987,"0.00
"
707066.458784,"0.00
"
707066.4601348,"0.00
"
707066.4612917,"0.00
"
707066.4625371,"0.00
"
707066.4639108,"0.00
"
707066.4651212,"0.00
"
707066.4666221,"0.00
"
707066.4678708,"0.00
"
707066.4692066,"0.00
"
707066.470506,"0.00
"
707066.4717973,"0.00
"
707066.4731201,"0.00
"
707066.4743619,"0.00
"
707066.4755505,"0.00
"
707066.4767857,"0.00
"
707066.4782761,"0.00
"
707066.4793737,"0.00
"
707066.4808249,"0.00
"
707066.4820914,"0.00
"
707066.4834299,"0.00
"
707066.4848005,"0.00
"
707066.4858413,"0.00
"
707066.487336,"0.00
"
707066.488625,"0.00
"
707066.4898779,"0.00
"
707066.4912065,"0.00
"
707066.4924675,"0.00
"
707066.4936303,"0.00
"
707066.4949239,"0.00
"
707066.496374,"0.00
"
707066.4976698,"0.00
"
707066.4989593,"0.00
"
707066.5002734,"0.00
"
707066.5015711,"0.00
"
707066.5028347,"0.00
"
707066.5041239,"0.00
"
707066.5054346,"0.00
"
707066.5067434,"0.00
"
707066.5080189,"0.00
"
707066.509495,"0.00
"
707066.510424,"0.00
"
707066.5116975,"0.00
"
707066.5131057,"0.00
"
707066.5145157,"0.00
"
707066.515778,"0.00
"
707066.5171259,"0.00
"
707066.5183642,"0.00
"
707066.5196799,"0.00
"
707066.5209458,"0.00
"
707066.522269,"0.00
"
707066.5235888,"0.00
"
707066.5248228,"0.00
"
707066.5259862,"0.00
"
707066.5274303,"0.00
"
707066.5287554,"0.00
"
707066.5300144,"0.00
"
707066.5313353,"0.00
"
707066.5326199,"0.00
"
707066.5338838,"0.00
"
707066.5352028,"0.00
"
707066.5365138,"0.00
"
707066.5377951,"0.00
"
707066.539152,"0.00
"
707066.5402428,"0.00
"
707066.5415328,"0.00
"
707066.5427423,"0.00
"
707066.5441067,"0.00
"
707066.5455937,"0.00
"
707066.5468743,"0.00
"
707066.5482033,"0.00
"
707066.5494469,"0.00
"
707066.5507588,"0.00
"
707066.5520814,"0.00
"
707066.5533527,"0.00
"
707066.5546492,"0.00
"
707066.555933,"0.00
"
707066.5570387,"0.00
"
707066.5585608,"0.00
"
707066.5595998,"0.00
"
707066.5609304,"0.00
"
707066.5621118,"0.00
"
707066.5636599,"0.00
"
707066.5650322,"0.00
"
707066.5663388,"0.00
"
707066.5674204,"0.00
"
707066.5689021,"0.00
"
707066.5701491,"0.00
"
707066.5714639,"0.00
"
707066.572535,"0.00
"
707066.5740889,"0.00
"
707066.5753394,"0.00
"
707066.5765329,"0.00
"
707066.5779461,"0.00
"
707066.5792496,"0.00
"
707066.5805506,"0.00
"
707066.5817213,"0.00
"
707066.5830959,"0.00
"
707066.5844131,"0.00
"
707066.5857024,"0.00
"
707066.5869844,"0.00
"
707066.5880952,"0.00
"
707066.5893446,"0.00
"
707066.5907859,"0.00
"
707066.5920486,"0.00
"
707066.5933016,"0.00
"
707066.594742,"0.00
"
707066.5960773,"0.00
"
707066.5973728,"0.00
"
707066.5986383,"0.00
"
707066.5999469,"0.00
"
707066.6012636,"0.00
"
707066.6025509,"0.00
"
707066.6036568,"0.00
"
707066.60513,"0.00
"
707066.6063912,"0.00
"
707066.6077159,"0.00
"
707066.6090032,"0.00
"
707066.6100856,"0.00
"
707066.6113423,"0.00
"
707066.6128746,"0.00
"
707066.6139035,"0.00
"
707066.6154687,"0.00
"
707066.6167469,"0.00
"
707066.6180789,"0.00
"
707066.6191616,"0.00
"
707066.6206849,"0.00
"
707066.6219378,"0.00
"
707066.6232535,"0.00
"
707066.6245509,"0.00
"
707066.6258976,"0.00
"
707066.6269948,"0.00
"
707066.6281315,"0.00
"
707066.6294448,"0.00
"
707066.6308236,"0.00
"
707066.6321405,"0.00
"
707066.6335957,"0.00
"
707066.6347148,"0.00
"
707066.6361213,"0.00
"
707066.6374652,"0.00
"
707066.6387864,"0.00
"
707066.640078,"0.00
"
707066.6413779,"0.00
"
707066.6427545,"0.00
"
707066.6437215,"0.00
"
707066.6450799,"0.00
"
707066.6464421,"0.00
"
707066.6477315,"0.00
"
707066.649144,"0.00
"
707066.6503413,"0.00
"
707066.6517927,"0.00
"
707066.6530738,"0.00
"
707066.6543718,"0.00
"
707066.6556712,"0.00
"
707066.6569718,"0.00
"
707066.6582512,"0.00
"
707066.6595378,"0.00
"
707066.6605742,"0.00
"
707066.6619116,"0.00
"
707066.6633569,"0.00
"
707066.6645691,"0.00
"
707066.6658057,"0.00
"
707066.6673177,"0.00
"
707066.66862,"0.00
"
707066.6699179,"0.00
"
707066.6712537,"0.00
"
707066.6723009,"0.00
"
707066.6738344,"0.00
"
707066.6750273,"0.00
"
707066.6762387,"0.00
"
707066.677693,"0.00
"
707066.6791286,"0.00
"
707066.6803842,"0.00
"
707066.6815107,"0.00
"
707066.6829751,"0.00
"
707066.6842631,"0.00
"
707066.6855864,"0.00
"
707066.6868625,"0.00
"
707066.6881563,"0.00
"
707066.6894576,"0.00
"
707066.6907676,"0.00
"
707066.6920505,"0.00
"
707066.6930849,"0.00
"
707066.6946117,"0.00
"
707066.6959345,"0.00
"
707066.6970201,"0.00
"
707066.6983889,"0.00
"
707066.6998234,"0.00
"
707066.7011235,"0.00
"
707066.7023933,"0.00
"
707066.7036838,"0.00
"
707066.7050103,"0.00
"
707066.7062874,"0.00
"
707066.70759,"0.00
"
707066.7088678,"0.00
"
707066.710138,"0.00
"
707066.7112564,"0.00
"
707066.7125333,"0.00
"
707066.714042,"0.00
"
707066.7152991,"0.00
"
707066.7166541,"0.00
"
707066.7179353,"0.00
"
707066.719261,"0.00
"
707066.7205443,"0.00
"
707066.7218056,"0.00
"
707066.723176,"0.00
"
707066.7242595,"0.00
"
707066.7257292,"0.00
"
707066.7267656,"0.00
"
707066.7280846,"0.00
"
707066.7295698,"0.00
"
707066.7309142,"0.00
"
707066.732117,"0.00
"
707066.7335063,"0.00
"
707066.7347612,"0.00
"
707066.7360885,"0.00
"
707066.7373752,"0.00
"
707066.7386928,"0.00
"
707066.7398247,"0.00
"
707066.7412479,"0.00
"
707066.7425454,"0.00
"
707066.7438993,"0.00
"
707066.745116,"0.00
"
707066.7464127,"0.00
"
707066.7477346,"0.00
"
707066.7490558,"0.00
"
707066.7501256,"0.00
"
707066.7516525,"0.00
"
707066.7529895,"0.00
"
707066.754266,"0.00
"
707066.7555773,"0.00
"
707066.7568406,"0.00
"
707066.7581295,"0.00
"
707066.7593728,"0.00
"
707066.7605644,"0.00
"
707066.761775,"0.00
"
707066.7630029,"0.00
"
707066.7643362,"0.00
"
707066.7657455,"0.00
"
707066.7672057,"0.00
"
707066.7685316,"0.00
"
707066.76977,"0.00
"
707066.7711297,"0.00
"
707066.7723844,"0.00
"
707066.7736937,"0.00
"
707066.7747623,"0.00
"
707066.7761373,"0.00
"
707066.7772897,"0.00
"
707066.7785621,"0.00
"
707066.7798251,"0.00
"
707066.7811352,"0.00
"
707066.7824999,"0.00
"
707066.7838969,"0.00
"
707066.7852313,"0.00
"
707066.7866785,"0.00
"
707066.787939,"0.00
"
707066.7892604,"0.00
"
707066.7903461,"0.00
"
707066.7918534,"0.00
"
707066.793048,"0.00
"
707066.7943689,"0.00
"
707066.7957158,"0.00
"
707066.7969848,"0.00
"
707066.7983224,"0.00
"
707066.7995882,"0.00
"
707066.80091,"0.00
"
707066.8022113,"0.00
"
707066.8032808,"0.00
"
707066.8047902,"0.00
"
707066.8059434,"0.00
"
707066.8073759,"0.00
"
707066.8086718,"0.00
"
707066.8097396,"0.00
"
707066.8111001,"0.00
"
707066.812463,"0.00
"
707066.8138741,"0.00
"
707066.8150412,"0.00
"
707066.8164656,"0.00
"
707066.8177795,"0.00
"
707066.8190622,"0.00
"
707066.8203505,"0.00
"
707066.8214725,"0.00
"
707066.8229416,"0.00
"
707066.8242526,"0.00
"
707066.8255135,"0.00
"
707066.826668,"0.00
"
707066.8281701,"0.00
"
707066.829395,"0.00
"
707066.8307099,"0.00
"
707066.8319684,"0.00
"
707066.8332854,"0.00
"
707066.8345842,"0.00
"
707066.8359037,"0.00
"
707066.8369322,"0.00
"
707066.8385039,"0.00
"
707066.839763,"0.00
"
707066.8410791,"0.00
"
707066.8423592,"0.00
"
707066.8434661,"0.00
"
707066.8449555,"0.00
"
707066.8462413,"0.00
"
707066.8475523,"0.00
"
707066.8488024,"0.00
"
707066.8501677,"0.00
"
707066.8514453,"0.00
"
707066.8525671,"0.00
"
707066.8541054,"0.00
"
707066.8552057,"0.00
"
707066.8566642,"0.00
"
707066.8579305,"0.00
"
707066.8592284,"0.00
"
707066.8605515,"0.00
"
707066.8615809,"0.00
"
707066.8629512,"0.00
"
707066.8644106,"0.00
"
707066.8656827,"0.00
"
707066.8669803,"0.00
"
707066.8680718,"0.00
"
707066.8695851,"0.00
"
707066.8708646,"0.00
"
707066.8721557,"0.00
"
707066.8734712,"0.00
"
707066.8747576,"0.00
"
707066.876196,"0.00
"
707066.8772527,"0.00
"
707066.8786382,"0.00
"
707066.8799724,"0.00
"
707066.8812178,"0.00
"
707066.8825441,"0.00
"
707066.8836497,"0.00
"
707066.8851172,"0.00
"
707066.8863962,"0.00
"
707066.8877092,"0.00
"
707066.8889926,"0.00
"
707066.8902935,"0.00
"
707066.891588,"0.00
"
707066.8927673,"0.00
"
707066.8940236,"0.00
"
707066.8955032,"0.00
"
707066.8967538,"0.00
"
707066.8980832,"0.00
"
707066.8991511,"0.00
"
707066.9006794,"0.00
"
707066.9019321,"0.00
"
707066.9032417,"0.00
"
707066.9045567,"0.00
"
707066.9058965,"0.00
"
707066.9069503,"0.00
"
707066.9084154,"0.00
"
707066.9098082,"0.00
"
707066.9107131,"0.00
"
707066.912068,"0.00
"
707066.9135929,"0.00
"
707066.914705,"0.00
"
707066.9161096,"0.00
"
707066.917503,"0.00
"
707066.9187812,"0.00
"
707066.9200733,"0.00
"
707066.9213633,"0.00
"
707066.9226624,"0.00
"
707066.923928,"0.00
"
707066.9253115,"0.00
"
707066.9266783,"0.00
"
707066.9276156,"0.00
"
707066.9291571,"0.00
"
707066.9302596,"0.00
"
707066.9317272,"0.00
"
707066.9330153,"0.00
"
707066.9343509,"0.00
"
707066.9356441,"0.00
"
707066.9369477,"0.00
"
707066.9382244,"0.00
"
707066.9395257,"0.00
"
707066.9408212,"0.00
"
707066.94213,"0.00
"
707066.9432199,"0.00
"
707066.9446635,"0.00
"
707066.9459062,"0.00
"
707066.9472702,"0.00
"
707066.948387,"0.00
"
707066.9498687,"0.00
"
707066.9511583,"0.00
"
707066.9525037,"0.00
"
707066.9537991,"0.00
"
707066.9551286,"0.00
"
707066.9563715,"0.00
"
707066.9577225,"0.00
"
707066.9587871,"0.00
"
707066.9600425,"0.00
"
707066.9613832,"0.00
"
707066.9627072,"0.00
"
707066.9641352,"0.00
"
707066.965409,"0.00
"
707066.9667521,"0.00
"
707066.9680161,"0.00
"
707066.9693299,"0.00
"
707066.9706238,"0.00
"
707066.9719234,"0.00
"
707066.9732102,"0.00
"
707066.974496,"0.00
"
707066.9757874,"0.00
"
707066.9770121,"0.00
"
707066.9780858,"0.00
"
707066.9796774,"0.00
"
707066.9809697,"0.00
"
707066.9822526,"0.00
"
707066.9835728,"0.00
"
707066.9848814,"0.00
"
707066.9860671,"0.00
"
707066.9874356,"0.00
"
707066.9887306,"0.00
"
