,Latency,msgdif,msg,SMA100,deviation,std_deviation,avg_std_deviation
0,13.2242999999999,5106.86,5110.86,,-2.525313959470852,-0.37718958945082465,
1,12.972100000000001,0.010000000000218279,5110.87,,-2.7775139594707507,-0.41485904995600187,
2,13.0777999999999,0.010000000000218279,5110.88,,-2.6718139594708514,-0.39907133395522854,
3,11.9196,0.010000000000218279,5110.89,,-3.830013959470751,-0.5720640744671631,
4,13.1637,0.009999999999308784,5110.9,,-2.5859139594707514,-0.3862410141400034,
5,13.1178,0.010000000000218279,5110.91,,-2.631813959470751,-0.39309679620657084,
6,11.8882999999999,0.010000000000218279,5110.92,,-3.861313959470852,-0.5767391502554912,
7,24.9977999999999,0.010000000000218279,5110.93,,9.248186040529147,1.3813409151402982,
8,12.9882,0.009999999999308784,5110.94,,-2.761413959470751,-0.4124542985121732,
9,24.876799999999903,0.020000000000436557,5110.96,,9.127186040529152,1.3632679384506547,
10,36.0966,0.019999999999527063,5110.98,,20.346986040529252,3.0390959042562065,
11,11.911399999999901,0.020000000000436557,5111.0,,-3.838213959470851,-0.5732888547056498,
12,37.1188999999999,0.010000000000218279,5111.01,,21.369286040529147,3.1917901527671266,
13,11.869799999999898,0.010000000000218279,5111.02,,-3.8798139594708534,-0.5795023739642386,
14,12.9992000000001,0.009999999999308784,5111.03,,-2.7504139594706523,-0.4108113006312817,
15,11.9772,0.010000000000218279,5111.04,,-3.772413959470752,-0.5634607401091178,
16,13.0363,0.010000000000218279,5111.05,,-2.713313959470751,-0.40526991686943037,
17,12.030100000000001,0.010000000000218279,5111.06,,-3.719513959470751,-0.5555594139365376,
18,12.957899999999901,0.009999999999308784,5111.07,,-2.791713959470851,-0.416980010856785,
19,13.1243999999999,0.010000000000218279,5111.08,,-2.6252139594708517,-0.39211099747805983,
20,11.9734,0.010000000000218279,5111.09,,-3.776213959470752,-0.5640283211952388,
21,12.2868999999998,0.010000000000218279,5111.1,,-3.4627139594709515,-0.5172028815902814,
22,12.6647000000001,0.009999999999308784,5111.11,,-3.0849139594706525,-0.4607733725543064,
23,13.0290999999997,0.010000000000218279,5111.12,,-2.7205139594710523,-0.40634533366423103,
24,12.9227,0.010000000000218279,5111.13,,-2.826913959470751,-0.42223760407557565,
25,12.9722000000001,0.010000000000218279,5111.14,,-2.7774139594706515,-0.41484411361161544,
26,13.0367,0.009999999999308784,5111.15,,-2.712913959470752,-0.4052101714919441,
27,13.0904999999998,0.010000000000218279,5111.16,,-2.659113959470952,-0.3971744182200495,
28,11.8736999999999,0.010000000000218279,5111.17,,-3.875913959470852,-0.5789198565337457,
29,11.9944,0.010000000000218279,5111.18,,-3.755213959470751,-0.5608916888772013,
30,25.0445999999998,0.009999999999308784,5111.19,,9.294986040529048,1.3883311243061955,
31,12.121500000000099,0.010000000000218279,5111.2,,-3.628113959470653,-0.5419075951808745,
32,12.9270999999999,0.010000000000218279,5111.21,,-2.822513959470852,-0.42158040492324,
33,12.9771999999999,0.010000000000218279,5111.22,,-2.7724139594708515,-0.414097296393065,
34,12.969899999999999,0.009999999999308784,5111.23,,-2.7797139594707527,-0.4151876495321775,
35,13.9918999999999,0.010000000000218279,5111.24,,-1.757713959470852,-0.2625382100543711,
36,12.032599999999901,0.010000000000218279,5111.25,,-3.717013959470851,-0.5551860053272625,
37,13.0242,0.010000000000218279,5111.26,,-2.7254139594707514,-0.4070772145383948,
38,12.507000000000001,0.010000000000218279,5111.27,,-3.2426139594707504,-0.4843279876283449,
39,25.5692999999998,0.009999999999308784,5111.28,,9.819686040529048,1.4667021232240163,
40,14.050699999999999,0.020000000000436557,5111.3,,-1.6989139594707527,-0.2537556395638515,
41,23.8188999999999,0.010000000000218279,5111.31,,8.069286040529148,1.2052563513434262,
42,12.9953999999998,0.009999999999308784,5111.32,,-2.7542139594709525,-0.41137888171744763,
43,13.2012000000001,0.010000000000218279,5111.33,,-2.5484139594706523,-0.38063988500063606,
44,13.0599999999998,0.010000000000218279,5111.34,,-2.689613959470952,-0.4017300032533896,
45,12.7517000000001,0.010000000000218279,5111.35,,-2.997913959470651,-0.4477787529510083,
46,12.9638999999999,0.009999999999308784,5111.36,,-2.7857139594708524,-0.4160838301944888,
47,13.0202000000001,0.010000000000218279,5111.37,,-2.7294139594706515,-0.40767466831324417,
48,13.0060999999999,0.010000000000218279,5111.38,,-2.7435139594708513,-0.40978069286967056,
49,13.0254999999999,0.010000000000218279,5111.39,,-2.724113959470852,-0.406883042061579,
50,12.1503,0.009999999999308784,5111.4,,-3.599313959470752,-0.5376059280018665,
51,11.9963,0.010000000000218279,5111.41,,-3.753313959470752,-0.5606078983341409,
52,12.047799999999901,0.010000000000218279,5111.42,,-3.701813959470851,-0.5529156809827782,
53,26.1022999999999,0.010000000000218279,5111.43,,10.352686040529148,1.5463128387246954,
54,13.3159999999998,0.009999999999308784,5111.44,,-2.433613959470952,-0.3634929616620762,
55,12.790500000000101,0.010000000000218279,5111.45,,-2.959113959470651,-0.4419834513348248,
56,13.7681999999998,0.010000000000218279,5111.46,,-1.9814139594709523,-0.29595081241367044,
57,12.8004999999999,0.010000000000218279,5111.47,,-2.9491139594708518,-0.4404898168976942,
58,24.0016,0.009999999999308784,5111.48,,8.251986040529248,1.2325450525103667,
59,12.1336999999999,0.010000000000218279,5111.49,,-3.615913959470852,-0.5400853611675681,
60,13.0069999999999,0.010000000000218279,5111.5,,-2.7426139594708516,-0.40964626577032615,
61,12.9588,0.010000000000218279,5111.51,,-2.7908139594707517,-0.4168455837574257,
